"HABITAT_ASSESMENT_ID","HABITAT_SITE_ID","HABITAT_SITE_COMMON_NAME","HABITAT_ASSESMENT_DATE","HABITAT_ASSESMENT_TIME","ASSESMENT_EMPLOYEE_ID","ASSESMENT_EMPLOYEE_NAME","RBA","STREAM_DEPTH","STREAM_WIDTH","STREAM_FLOW","VELOCITY_DEPTH","EPIFAUNAL","EMBEDDEDNESS","SEDIMENT_DEPOSITION","CHANNEL_FLOW","CHANNEL_ALTERED","CHANNEL_SINUOSITY","FREQUENCY_RIFFLES","POOL_VARIABILITY","POOL_SUBSTRATE","BANK_VEG_LT","BANK_VEG_RT","BANK_STABILITY_LT","BANK_STABILITY_RT","RIPARIAN_VEG_LT","RIPARIAN_VEG_RT","ASSESMENT_COMMENTS","CREATE_DATE","MODIFY_EMPLOYEE_ID","MODIFY_DATE","ROWID"
"291","","ten c","2004-06-18 00:00:00","1899-12-30 10:55:00","","Tamara Elliot","NO ","13.00","35.00","5.00","6","2","5","6","6","5","5","5","5","5","6","5","4","3","3","2","Brown algae, fish present, trash present, gravel basin.","","","","{A085A99D-6096-475E-B8B6-4D7E56DADC36}"
"292","","ric c","2004-06-18 00:00:00","1899-12-30 10:20:00","","Tamara Elliot","NO ","22.00","8.00","3.00","4","3","5","4","4","3","4","4","3","3","5","5","4","3","3","3",".heavy trash, large fish, dirt basin.","","","","{51DF9E85-6D4A-45BD-A05F-09571488E271}"
"293","","woo a","2004-06-18 00:00:00","1899-12-30 09:56:00","","Tamara Elliot","NO ","6.00","30.00","6.00","5","5","5","3","6","6","6","6","6","3","3","3","8","8","1","1","Limestone basin, trash present, ducks, green hair algae.","","","","{B5383521-DBD9-4AAA-998E-1EF48410B084}"
"294","","woo b","2004-06-18 00:00:00","1899-12-30 09:34:00","","Tamara Elliot","NO ","11.00","25.00","5.00","5","3","5","5","5","5","5","5","5","5","5","5","5","5","3","3","Large and small fish present, trash, brown algae, limestone basin.","","","","{15005F01-5240-4924-8095-397730EB5093}"
"295","","cro b","2004-06-18 00:00:00","1899-12-30 09:14:00","","Tamara Elliot","NO ","10.00","20.00","5.00","5","3","5","5","5","5","5","5","5","5","4","5","4","6","2","2","Limestone basin, trash present, some minnows,brown algae.","","","","{85F3E9A1-0452-43E3-B203-903D23CBA9F6}"
"296","","cro a","2004-06-18 00:00:00","1899-12-30 08:50:00","","Tamara Elliot","NO ","20.00","15.00","8.00","5","5","5","5","5","5","5","5","5","5","5","5","4","1","3","3","High algae lots of fish trash present, gravel basin.","","","","{DADA0AED-81D3-4F1B-8697-CC59F5ADDF16}"
"297","","jac b","2004-06-21 00:00:00","1899-12-30 12:23:00","","Tamara Elliot","NO ","4.00","8.00","5.00","6","5","6","6","6","6","6","6","6","6","4","6","2","5","2","4","Green algae, limestone basin, some trash.","","","","{AE2C39C9-0331-40C7-998E-9D193A3673FE}"
"298","","jac c","2004-06-21 00:00:00","1899-12-30 11:57:00","","Tamara Elliot","NO ","4.00","15.00","5.00","5","2","5","4","4","5","5","3","3","3","3","5","5","3","2","3","Clay  and limestone basin, fish present, trash present.","","","","{CF91C173-1955-4546-A34C-8239789DC3DE}"
"299","","cot b","2004-06-21 00:00:00","1899-12-30 11:26:00","","Tamara Elliot","NO ","8.00","10.00","8.00","5","1","2","5","5","5","5","5","5","5","5","5","2","2","2","2","Lots of trash and debris, gravel basin, fish present.","","","","{C2D91E7F-FA20-4DE5-BCEB-AAFF820C3302}"
"300","","flo b","2004-06-21 00:00:00","1899-12-30 11:00:00","","Tamara Elliot","NO ","6.00","20.00","6.00","6","1","6","2","8","6","6","6","5","3","5","3","4","1","2","2","Limestone basin, trash present, fish present.","","","","{B5FA10A1-3B6B-41F6-BF5C-6F2C71C0D868}"
"301","","cot c","2004-06-21 00:00:00","1899-12-30 10:17:00","","Tamara Elliot","NO ","7.00","15.00","6.00","5","2","5","5","5","5","5","5","5","5","4","4","2","2","2","2","Trash present, sewage smell gravel and limstone basin.","","","","{B5E80B94-37F5-4FC7-ABE5-9BF0885B39CA}"
"302","","whc d","2004-06-21 00:00:00","1899-12-30 09:45:00","","Tamara Elliot","NO ","36.00","30.00","8.00","8","2","6","6","8","6","6","6","6","6","5","5","3","3","2","2","trash present, gravel basin","","","","{B569ED8E-9B0B-411C-A3A9-241D18007500}"
"303","","whi b","2004-06-22 00:00:00","1899-12-30 11:29:00","","Tamara Elliot","NO ","8.00","4.00","5.00","5","6","5","5","5","5","5","5","5","5","3","5","4","4","3","3","Limestone and rock basin, trash present.","","","","{1A71168D-0090-4F2D-A75A-F63DEB090B2B}"
"304","","whi a","2004-06-22 00:00:00","1899-12-30 11:01:00","","Tamara Elliot","NO ","23.00","6.00","5.00","6","3","5","4","6","5","5","4","5","4","4","4","3","3","2","2","Heavy trash, green algae, fish present, limestone basin.","","","","{CD19BC5D-908D-4AC7-921F-6C114DDDB296}"
"305","","new c","2004-06-22 00:00:00","1899-12-30 10:38:00","","Tamara Elliot","NO ","6.00","15.00","4.00","5","2","5","3","5","5","5","5","4","2","6","6","5","5","1","1","Trash present, green algae, limestone basin.","","","","{CBFCBF8D-66A4-4317-AC20-D644E427AE98}"
"306","","new b","2004-06-22 00:00:00","1899-12-30 10:19:00","","Tamara Elliot","NO ","12.00","15.00","3.00","3","1","1","1","2","5","5","5","5","3","4","3","2","1","1","1","Creek tore up from construction, trash, dir basin.","","","","{BEF1AA7C-3C85-4E6C-A816-9E4D6A6CEAEE}"
"307","","new a","2004-06-22 00:00:00","1899-12-30 09:56:00","","Tamara Elliot","NO ","13.00","20.00","5.00","4","1","3","3","4","5","5","5","5","4","5","5","2","2","3","2","Trash, algae present, dirt basin.","","","","{9A80CA20-DB37-48A5-81F1-1BEB83CE9218}"
"308","","whi a","2004-06-24 00:00:00","1899-12-30 12:31:00","","Tamara Elliot","NO ","5.00","10.00","4.00","4","2","5","4","4","5","5","5","5","5","4","4","1","1","2","2","Trash present, gravel and dirt basin.","","","","{1FE507D3-63DE-43C6-9513-5B1239888247}"
"309","","mcc a","2004-06-24 00:00:00","1899-12-30 10:01:00","","Tamara Elliot","NO ","36.00","8.00","3.00","4","4","4","4","4","4","4","3","3","3","5","5","4","4","3","3","Trash present, green algae present, dirt basin, fish.","","","","{0BCF61F6-6449-4303-B03F-E9D010A5CB73}"
"310","","whc b","2004-06-24 00:00:00","1899-12-30 09:42:00","","Tamara Elliot","NO ","60.00","100.00","8.00","8","6","8","6","8","8","8","4","4","5","7","7","8","8","8","5","Trash lots of water plant life, dirt basin, fish.","","","","{8D471BF8-0C89-43FF-9E61-E65B9DA9E333}"
"311","","jen a","2004-06-25 00:00:00","1899-12-30 12:52:00","","Tamara Elliot","NO ","5.00","11.00","5.00","5","2","4","5","5","5","5","5","5","5","4","4","3","3","1","1","Heavy trash, gravel basin.","","","","{59A73FF3-DC53-4774-8FE3-41D11D75BE98}"
"312","","dix c","2004-06-25 00:00:00","1899-12-30 12:26:00","","Tamara Elliot","NO ","10.00","15.00","5.00","5","3","5","5","5","6","8","5","5","5","5","3","5","6","2","2","Trash, fish, rock basin, green and brown algae.","","","","{4A0C0E34-0740-46AA-9537-A4473C39D00B}"
"313","","lon a","2004-06-25 00:00:00","1899-12-30 11:55:00","","Tamara Elliot","NO ","8.00","13.00","8.00","7","2","7","2","8","8","8","6","6","3","5","5","8","8","1","1","Concrete channel, trash.","","","","{78D96F25-2EE2-44E4-8CDE-233747EFFFC6}"
"314","","lon b","2004-06-25 00:00:00","1899-12-30 11:29:00","","Tamara Elliot","NO ","4.00","7.00","5.00","5","3","5","3","5","5","5","5","5","5","6","6","5","5","2","2","Really heavy trash, green algae, limestone basin.","","","","{6BA94762-8DC8-4E3D-98AE-D091EFF88AC0}"
"315","","ash b","2004-06-25 00:00:00","1899-12-30 10:45:00","","Tamara Elliot","NO ","12.00","40.00","4.00","3","4","3","3","3","5","5","2","2","2","4","4","8","8","1","1","Concrete basin, gabian walls, trash, green algae high.","","","","{323FD333-3820-4DC5-BFBB-05D1EFD4149E}"
"316","","ash c","2004-06-25 00:00:00","1899-12-30 10:28:00","","Tamara Elliot","NO ","6.00","15.00","4.00","4","5","3","4","4","5","5","4","4","4","5","5","4","4","3","3","Debrie needs remove, high trash, fish present, gravel basin.","","","","{BA72BD8B-9603-4279-9197-FC4981DCFEA2}"
"317","","ash a","2004-06-25 00:00:00","1899-12-30 10:09:00","","Tamara Elliot","NO ","36.00","30.00","1.00","1","8","5","2","5","5","5","1","1","2","5","5","4","4","4","4","High algae, fish, trash present, dirt basin.","","","","{A0A4C48C-AD51-457B-84EC-7641E706C643}"
"318","","fiv c","2004-07-07 00:00:00","1899-12-30 11:33:00","","Tamara Elliot","NO ","20.00","40.00","5.00","5","1","3","5","5","5","5","5","5","5","3","2","6","6","1","1","Gravel basin, trash, fish, dead animal smell.","","","","{533DC268-A5FD-431A-9DB7-D8D760F83AA8}"
"319","","hon a","2004-07-07 00:00:00","1899-12-30 11:03:00","","Tamara Elliot","NO ","30.00","35.00","5.00","5","6","3","5","5","6","6","3","3","3","5","5","3","5","3","3","Heavy brush, construction finished, green hair algae, trash, lots of fish, gravel and dirt basin.","","","","{7135DF71-3750-477E-8834-C0D3D6CBBFDC}"
"320","","hon b","2004-07-07 00:00:00","1899-12-30 10:37:00","","Tamara Elliot","NO ","24.00","15.00","3.00","2","1","3","3","3","5","5","1","3","3","5","5","3","3","2","2","Heavy brush, trash, stagnat water,dirt basin.","","","","{4F4E035A-1307-413C-8CC5-2C0FC4CB1593}"
"321","","lit b","2004-07-07 00:00:00","1899-12-30 10:18:00","","Tamara Elliot","NO ","23.00","15.00","6.00","6","3","6","4","8","8","8","6","5","4","4","4","5","5","2","2","Trash, limestone basin, some gravel.","","","","{472A312F-04AC-4C22-8218-B41469C7D648}"
"322","","lit c","2004-07-07 00:00:00","1899-12-30 10:01:00","","Tamara Elliot","NO ","3.00","4.00","4.00","5","1","3","5","5","5","5","5","4","4","3","3","1","1","1","1","Trash, limestone basin, heavy silt.","","","","{6B860967-7390-4A2D-B9FE-E80046D34744}"
"323","","lit a","2004-07-07 00:00:00","1899-12-30 09:44:00","","Tamara Elliot","NO ","20.00","10.00","4.00","3","3","5","4","4","5","5","4","4","4","3","3","3","1","1","1","Trash, sun fish, dirt and gravel basin.","","","","{5C3E342B-AC49-428F-963B-EEBA6F14104E}"
"324","","hic c","2004-07-13 00:00:00","1899-12-30 12:53:00","","Tamara Elliot","NO ","26.00","20.00","5.00","5","8","5","5","5","5","5","3","3","3","5","5","4","4","5","5","Sand basin, fish present, junk yard next door, trash.","","","","{6F27E186-64F8-41B9-9223-C495B1675BB8}"
"325","","ric a","2004-07-13 00:00:00","1899-12-30 12:01:00","","Tamara Elliot","NO ","26.00","12.00","5.00","5","3","5","5","5","5","5","4","4","4","6","6","4","4","2","2","Dirt basin, several fish, trash, brown algae.","","","","{42CE2707-2236-4B71-9B77-8064CA61C606}"
"326","","ela b","2004-07-13 00:00:00","1899-12-30 11:32:00","","Tamara Elliot","NO ","30.00","10.00","4.00","3","6","3","5","5","5","6","4","4","4","6","6","5","5","2","5","Trash, concrete and gravel basin, fish present, green algae, concrete busted up.","","","","{B3B1F70A-56CE-407E-A8CD-3052A9DFFAA1}"
"327","","ric b","2004-07-13 00:00:00","1899-12-30 10:38:00","","Tamara Elliot","NO ","8.00","15.00","8.00","8","1","8","2","8","8","8","6","6","3","3","3","6","6","1","1","Limestone basin, trash, fish, west bank outfall discharging.","","","","{C30506B9-1274-47EB-BDE1-0BA73DBFEAA9}"
"328","","ric a","2004-07-13 00:00:00","1899-12-30 10:10:00","","Tamara Elliot","NO ","6.00","25.00","6.00","6","2","6","5","6","6","6","6","6","5","5","5","1","1","1","1","dirand gravel basin, trash, banks highly washed out.","","","","{DB647A09-6D60-4D98-B3AF-1DA625947148}"
"329","","pra c","2004-07-12 00:00:00","1899-12-30 11:42:00","","Tamara Elliot","NO ","26.00","15.00","5.00","3","2","2","5","3","5","5","3","3","3","5","5","3","3","1","1","Trash, some fish, dirt and gravel basin, heavy silt.","","","","{FF519C15-D50C-4001-B13C-11748D69558F}"
"330","","pra b","2004-07-12 00:00:00","1899-12-30 11:22:00","","Tamara Elliot","NO ","15.00","8.00","2.00","5","2","6","5","5","5","5","5","5","5","5","5","3","5","2","2","Trash, limestone basin, fish.","","","","{EFB00E95-2D42-4CCA-97D0-3FBC5012A176}"
"331","","bit b","2004-07-12 00:00:00","1899-12-30 11:04:00","","Tamara Elliot","NO ",".00","8.00",".00","0","0","0","0","0","0","5","0","0","0","5","5","3","2","0","0","No water, trash high vegitation, dirt basin.","","","","{A2B5B9D5-BE80-442C-8785-F5CECF2E84B4}"
"332","","bit a","2004-07-12 00:00:00","1899-12-30 10:45:00","","Tamara Elliot","NO ","17.00","10.00","2.00","3","1","3","3","3","5","5","2","2","2","5","5","3","3","1","1","Still water, fish, trash, dirt basin.","","","","{B7233B3F-AD59-4054-ACDA-327146E8CD5E}"
"333","","pra a","2004-07-12 00:00:00","1899-12-30 10:27:00","","Tamara Elliot","NO ","10.00","8.00","5.00","4","5","5","5","4","5","5","5","5","5","5","5","4","2","5","5","Fish present, trash, green algae, gravel and dirt basin.","","","","{45EF0953-2891-45F7-BBCC-53333A12F750}"
"334","","par a","2004-07-12 00:00:00","1899-12-30 09:09:00","","Tamara Elliot","NO ","8.00","20.00","5.00","4","5","4","4","4","5","5","5","5","5","8","8","5","5","5","5","Car in creek,water low, dirt basin, green algae, no fish visible.","","","","{D5758407-5657-45B7-9491-575395BCB5F3}"
"335","","jac a","2004-07-14 00:00:00","1899-12-30 11:11:00","","Tamara Elliot","YES","19.00","20.00","6.00","6","3","5","6","6","8","8","8","8","6","6","6","5","5","4","4","Trash, gravel basin, sun fish.","","","","{5F9BB3EA-8C45-4497-8146-8E4F6A39B105}"
"336","","lak b","2004-07-14 00:00:00","1899-12-30 09:37:00","","Tamara Elliot","NO ","5.00","8.00","3.00","4","6","5","3","5","5","6","3","3","3","5","5","5","5","5","5","Aquatic vegitation, trash, dirt basin, fish.","","","","{13806674-BF42-4007-953D-D545FDA033A9}"
"337","","lak a","2004-07-14 00:00:00","1899-12-30 09:04:00","","Tamara Elliot","NO ","15.00","20.00","2.00","2","2","4","3","3","5","5","3","3","3","6","6","6","6","3","4","Trash, dirt basin, fish present, banks overgrown.","","","","{16D52FB1-A1C6-45E0-9009-727F12272421}"
"338","","ten a","2004-07-15 00:00:00","1899-12-30 12:57:00","","Tamara Elliot","YES","24.00","30.00","8.00","8","1","5","5","8","8","8","8","3","3","3","2","2","2","1","1","Rock basin, banks highly unstable, concrete evrywhere, trash.","","","","{792C7D73-A59F-4CA2-9E2F-2C5FA4E00233}"
"339","","ten b","2004-07-15 00:00:00","1899-12-30 11:56:00","","Tamara Elliot","YES","10.00","30.00","6.00","5","2","5","5","6","6","6","5","5","4","5","5","5","5","2","2","Gravel basin, trash, fish,silt heavy.","","","","{4F04B5FA-3E1A-4395-80CD-B90842963575}"
"340","","ten d","2004-07-15 00:00:00","1899-12-30 10:38:00","","Tamara Elliot","YES","12.00","35.00","6.00","8","1","8","2","8","8","8","6","6","2","5","5","8","8","1","1","Limestone basin, brown algae, some trash, fish present.","","","","{A9B1F68E-5FDC-43CC-854C-1959EF120958}"
"341","","cac a","2004-07-20 00:00:00","1899-12-30 11:03:00","","Tamara Elliott","YES","24.00","15.00","1.00","1","8","2","2","1","5","5","1","1","1","5","5","2","2","5","5","High aquatic vegitation, fish, water standing still,dirt basin, trash.","","","","{D446E80F-DFC8-45D8-89F0-36F7CB3C51F8}"
"342","","bab b","2004-07-20 00:00:00","1899-12-30 10:01:00","","Tamara Elliott","YES","10.00","30.00","5.00","5","5","5","5","5","5","6","5","5","5","5","5","8","8","2","2","Gravel basin, green algae, fish present, trash.","","","","{16A01AAC-FE42-4CD1-8806-54E01151C5DA}"
"343","","dix b","2004-07-21 00:00:00","1899-12-30 09:59:00","","Tamara Elliott","YES","13.00","25.00","5.00","4","2","5","4","5","6","6","4","5","4","5","5","3","3","2","2","Heavy trash, limedtone basin, petrolium odor, discharge from west outfall.","","","","{C04584A8-367C-4CB4-99C2-7469DA5A25AA}"
"344","","dix a","2004-07-21 00:00:00","1899-12-30 08:43:00","","Tamara Elliott","YES","10.00","20.00","4.00","4","4","5","5","4","5","5","3","6","4","5","5","3","5","3","3","Trash,  dirt and gravel basin, fish present, green algae.","","","","{72882708-5FD8-4973-8CE3-E1DE3AAB1911}"
"345","","ceb a","2004-07-22 00:00:00","1899-12-30 11:02:00","","Tamara Elliott","YES","5.00","20.00","5.00","5","2","2","5","5","5","5","5","5","5","5","5","3","3","2","2","heavy trash, dead animals, gravel basin.","","","","{6FF946CC-8F3F-4243-9873-FBDEB715AB64}"
"346","","cec b","2004-07-22 00:00:00","1899-12-30 09:56:00","","Tamara Elliott","YES","8.00","25.00","5.00","5","2","5","4","5","6","8","6","6","5","5","4","4","6","2","2","limestone basin, trash, green algae.","","","","{5CA4DE74-1CA0-4A1E-B24C-7DDB1C22C375}"
"347","","ela c","2004-07-27 00:00:00","1899-12-30 10:49:00","","Tamara Elliott","YES","7.00","10.00","2.00","2","4","2","2","4","3","3","2","2","2","5","5","5","5","5","3","Heavy trash, oil sheen on water, dirt basin, green algae.","","","","{6AD72F8E-2755-401A-9BBA-97A265F1E62A}"
"348","","ela a","2004-07-27 00:00:00","1899-12-30 09:44:00","","Tamara Elliott","YES","23.00","20.00","2.00","2","1","2","3","3","3","5","3","3","3","5","5","4","4","1","1","Heavy trash, water draining from centee of bridge uknown source. brown algae, stagnate water, dirt basin.","","","","{F6484532-BE9F-4634-B801-C85595024942}"
"349","","cot a","2004-07-26 00:00:00","1899-12-30 11:12:00","","Tamara Elliott","YES","20.00","25.00","4.00","4","3","5","5","5","5","5","3","4","4","5","5","5","5","2","2","Heavy construction, trash, fish, green algae,limestone, basin.","","","","{E1A78B9E-A8A4-4BAB-BC9D-37674DED6F9C}"
"350","","flo a","2004-07-26 00:00:00","1899-12-30 09:42:00","","Tamara Elliott","YES","12.00","20.00","6.00","6","2","6","4","5","5","6","5","5","5","5","5","3","3","2","2","Lots of brush in creek, trash, fish, brown algae, limestone basin.","","","","{99BDC849-482E-4EDD-80B3-6B274310E2D5}"
"351","","joe c","2004-08-05 00:00:00","1899-12-30 10:41:00","","Tamara Elliott","YES","4.00","30.00","5.00","5","5","5","5","5","5","5","5","5","4","5","5","5","5","2","5","Limestone basin, fish, green algae, cat tails, trash. ","","","","{57D2FE51-DBDB-4393-BD90-319655CE453B}"
"352","","rib a","2004-08-05 00:00:00","1899-12-30 09:37:00","","Tamara Elliott","YES","8.00","10.00","4.00","4","6","5","5","5","5","5","3","3","4","5","5","5","5","5","5","Green algae,trash, cat tails, fish, dirt basin.","","","","{C6BCFE47-7EEB-4B8B-9841-64BACD854740}"
"353","","kni a","2004-07-28 00:00:00","1899-12-30 11:25:00","","Tamara Elliott","YES","42.00","30.00","6.00","5","2","5","5","5","5","5","5","5","4","5","5","5","5","3","3","Lots of fish, turtles, trash, green algae, dirt basin.","","","","{EE82C111-76DE-414D-9146-F1611D88DAF2}"
"354","","fil a","2004-07-28 00:00:00","1899-12-30 10:20:00","","Tamara Elliott","YES","18.00","15.00","5.00","5","4","1","2","5","5","5","5","5","4","5","5","3","3","2","2","Heavy trash, silt basin, fish present.","","","","{B69CF47D-1630-4BC6-A809-D0A7491A1412}"
"355","","smc a","2004-08-10 00:00:00","1899-12-30 10:51:00","","Tamara Elliott","YES","10.00","20.00","5.00","6","4","5","5","5","5","5","5","5","5","5","5","3","3","4","4","Fish, trash, brown algae, dirt and gravel basin.","","","","{FD536096-73C4-4144-A659-A26A11C74F7E}"
"356","","smc c","2004-08-13 00:00:00","1899-12-30 10:48:00","","Tamara Elliott","YES","8.00","15.00","6.00","6","4","5","5","6","8","8","8","6","6","8","8","6","6","5","5","Some trash, dirt and rock basin, fish present.","","","","{7E03B592-1849-4DEB-B1A5-458F433F53BD}"
"357","","smc b","2004-08-13 00:00:00","1899-12-30 09:44:00","","Tamara Elliott","YES","30.00","15.00","4.00","5","2","5","5","5","5","5","2","2","3","4","2","4","8","2","2","Dirt basin,green algae, fish present, trash.","","","","{1FF21295-8E21-427D-B13F-01FE6E0DD0CC}"
"358","","moc b","2004-08-18 00:00:00","1899-12-30 09:17:00","","Tamara Elliott","NO ","60.00","40.00","4.00","4","1","5","4","5","5","5","3","2","3","5","5","5","5","2","2","trash, fish, turtles, dirt basin, water high frpm dam.","","","","{6CF11172-0612-44C9-9664-A037382413C5}"
"359","","moc a","2004-08-18 00:00:00","1899-12-30 08:28:00","","Tamara Elliott","NO ","8.00","40.00","8.00","8","1","4","4","5","8","8","5","5","4","4","4","4","4","1","1","Trash, dam released , did not do bugs, rock basin.","","","","{69E9D383-AF42-4DC0-B9F7-F5BD44ED4F0E}"
"360","","whc a","2004-08-17 00:00:00","1899-12-30 12:58:00","","Tamara Elliott","YES","60.00","40.00","3.00","2","1","3","2","3","5","5","2","2","2","5","5","3","3","1","1","Lots of trash, fish, dirt basin.","","","","{120AB869-D232-4ABA-A782-C27CA719D1A9}"
"361","","whc c","2004-08-17 00:00:00","1899-12-30 10:37:00","","Tamara Elliott","YES","8.00","25.00","5.00","5","2","5","5","5","5","5","4","5","3","4","4","5","5","1","1","Trash, gravel basin, fish present.","","","","{B4ECF794-0A48-4740-9A50-DA6F201CE419}"
"362","","fiv a","2004-08-16 00:00:00","1899-12-30 12:02:00","","Tamara Elliott","NO ","60.00","30.00","5.00","5","2","5","3","5","5","5","4","4","3","5","5","3","3","2","2","Trash, high water, unable to collect bugs, fish present, dirt and clay basin.","","","","{25A4DA96-8F4A-4F70-9D9A-5C13964A9ECB}"
"363","","fiv b","2004-08-16 00:00:00","1899-12-30 10:52:00","","Tamara Elliott","YES","24.00","20.00","5.00","5","1","5","4","5","5","5","5","5","4","5","5","3","3","1","1",".lots of fish, trash, clay and gravel basin.","","","","{1E5F590D-24FE-4841-94D6-616D8D07225C}"
"364","","fiv d","2004-08-16 00:00:00","1899-12-30 09:42:00","","Tamara Elliott","YES","6.00","12.00","6.00","6","1","3","5","7","8","8","8","7","5","5","5","5","5","2","2","Limestone basine, fish, trash, heavy brush in creek.","","","","{BF238C41-0117-47EF-91ED-ED3B0929599F}"
"365","","jac a","2005-03-30 00:00:00","1899-12-30 13:00:00","","Cesar Cavazos","YES","2.00","20.00","3.00","11","14","12","10","13","13","7","6","15","17","8","8","7","7","1","1","","","","","{4556E701-0AC7-4572-9841-B68ACF78A0A6}"
"366","","dix b","2005-03-24 00:00:00","1899-12-30 13:30:00","","Cesar Cavazos","YES","1.00","25.00",".50","8","8","11","12","10","13","6","3","8","12","5","5","4","4","1","1","","","","","{8CBFE77D-2DE8-4E22-B075-F7475867BDE2}"
"367","","dix a","2005-03-24 00:00:00","1899-12-30 11:00:00","","Cesar Cavazos","YES","1.00","18.00",".20","7","8","13","8","9","15","11","5","9","12","7","8","3","4","5","5","","","","","{E44FC583-5F79-4223-A194-C2D3C215A05F}"
"368","","wil a","2005-03-23 00:00:00","1899-12-30 14:20:00","","Cesar Cavazos","NO ","2.00","20.00","","3","8","8","8","18","8","6","3","0","7","4","3","4","4","0","0","In white rock lake park","","","","{79BC17C1-4675-40C5-9F8C-90B14A0FC476}"
"369","","mcc a","2005-03-23 00:00:00","1899-12-30 13:55:00","","Cesar Cavazos","NO ","2.00","20.00","","3","4","7","8","18","12","6","0","0","6","3","3","4","3","2","2","In white rock lake park","","","","{9E6A01FB-3744-459F-B909-05D6EC658EE3}"
"370","","jen a","2005-03-23 00:00:00","1899-12-30 12:50:00","","Cesar Cavazos","NO ",".50","15.00",".30","14","15","12","8","7","16","13","13","13","13","7","7","2","2","5","5","","","","","{C53153D8-A511-4EDE-B58E-A5EE441EAB3E}"
"371","","rib a","2005-03-11 00:00:00","1899-12-30 13:25:00","","Cesar Cavazos","YES","1.50","8.00",".20","8","7","15","11","18","8","6","0","10","11","5","4","7","7","2","2","Fish present, filamentous algae.  Channelized.","","","","{197BCD96-A29A-4EA9-B9E7-B06C31C9C41A}"
"372","","dan a","2005-03-11 00:00:00","1899-12-30 11:55:00","","Cesar Cavazos","NO ","2.00","25.00",".00","3","7","8","6","8","12","2","0","11","12","6","6","8","8","2","2","Industrial area, water milky in appearance.  Lots of floatable trash in creek.","","","","{4E65D719-EFDB-42AF-8C3F-BE813A0AFBAD}"
"373","","far a","2005-03-10 00:00:00","1899-12-30 14:50:00","","Cesar Cavazos","NO ","2.00","40.00","","3","12","9","14","18","1","2","1","1","12","5","5","10","10","4","3","Concrete channel in some places, channelizes throughout reach, this is a new site, should be far a2","","","","{865760EB-734D-4613-B4C6-3BA1C9D66A1E}"
"374","","raw a","2005-03-10 00:00:00","1899-12-30 14:30:00","","Cesar Cavazos","NO ",".50","40.00","2.00","3","3","18","13","16","0","0","0","0","0","0","0","10","10","0","0","Concrete channel, no natural creek bottom, sides, or riparian zone.  Copious amounts of filamentous algae.","","","","{2F7472CE-0242-4DCF-A971-333D0A09EB8A}"
"375","","hut a","2005-03-10 00:00:00","1899-12-30 13:45:00","","Cesar Cavazos","NO ","1.00","18.00","2.00","7","6","3","4","13","7","7","3","2","12","8","8","4","5","9","9","New levees built on either side, vegetation planted; major road construction downstream","","","","{78E83F97-3A56-48B4-B5D9-C55FAB88D5B7}"
"376","","fur a","2005-03-10 00:00:00","1899-12-30 12:00:00","","Cesar Cavazos","NO ",".75","4.00","4.00","16","14","11","5","11","13","12","14","9","12","3","3","3","6","7","7","","","","","{8A657C65-2CEA-4D7C-8ED0-7D6A6ABA57D3}"
"385","","flo a","2005-05-03 00:00:00","1899-12-30 12:03:00","","Cathy Matthews","YES",".50","20.00","","14","15","15","18","8","14","13","16","8","18","5","8","4","4","4","4","","","","","{2BE0503F-CC62-463D-A2F0-F9184E57660D}"
"386","","whc c","2005-05-03 00:00:00","1899-12-30 10:37:00","","Cathy Matthews","YES","2.00","25.00","6.00","7","7","12","8","8","5","4","3","13","9","3","1","7","9","2","0","Concrete side on right bank.","","","","{265DE66E-08FD-4D9F-8CBF-9D4715586D73}"
"387","","joe c","2005-04-21 00:00:00","1899-12-30 13:31:00","","Cathy Matthews","YES","1.00","25.00",".50","15","15","19","17","19","11","10","18","13","18","6","6","8","8","2","2","","","","","{59E09D56-23EB-4F0E-84FA-FFD14CA41206}"
"388","","wjo a","2005-04-20 00:00:00","1899-12-30 14:50:00","","Cathy Matthews","NO ","3.00","50.00","","","","","","","6","0","0","","","8","8","7","7","1","2","Nonwadeable.  channelized extensively.","","","","{B0D61F03-AE85-45B7-86E1-2DE767D9ACC6}"
"389","","joe a","2005-04-20 00:00:00","1899-12-30 14:25:00","","Cathy Matthews","NO ",".50","25.00",".03","3","8","11","11","13","6","7","3","3","11","7","8","5","5","2","2","this is actually joe a","","","","{3FB766CC-6F4B-40AF-8D1A-621A5D7550BF}"
"390","","cac a","2005-04-19 00:00:00","1899-12-30 13:45:00","","Cathy Matthews","YES","1.00","6.00",".01","2","8","10","5","10","13","11","5","4","11","7","7","9","9","8","6","","","","","{C1994D44-DD40-4EB3-90CB-75DBB6E58D79}"
"405","","bab a","2005-05-23 00:00:00","1899-12-30 13:35:00","","Cathy Matthews","YES",".50","20.00","","15","18","16","10","11","13","10","18","8","18","8","8","7","7","3","3","","","","","{05A0978D-C4E2-46ED-8980-E8A6AA647A81}"
"406","","whc a","2005-05-23 00:00:00","1899-12-30 11:20:00","","Cathy Matthews","NO ","5.00","4.00","","1","6","","9","20","6","2","1","","","6","8","5","5","0","2","Channelized extensively.  Unwadeable,no bugs collected.  No obvious flow, stagnant.","","","","{7D90141F-DE88-4D2C-8E4C-E1FBA57A5D79}"
