"WQM_WQ_ASSESMENT_ID","WQ_SITE_ID","WQ_SITE_COMMON_NAME","WQ_ASSESMENT_DATE","WQ_ASSESMENT_TIME","WQ_ASSESMENT_EMPLOYEE_ID","WQ_ASSESMENT_EMPLOYEE_NAME","PH","DISSOLVED_OXYGEN","WATER_TEMPERATURE","SPEC_CONDUCTIVITY","TOT_DISSOLVED_SOLID","ORP","TURBIDITY","TOT_SUSPENDED_SOLID","CHLORINE","HARDNESS","FECAL","PHOSPHOROUS","NITRATE","NITRITE","IRON","AMMONIA","CHEM_OXYGEN_DEMAND","PHENOLS","COPPER","DETERGENT","SULFATE","SECCHI_DEPTH","SEWAGE_ODOR","SOLVENT_ODOR","PETROLEUM_ODOR","FISH_ODOR","ASSESMENT_COMMENTS","CREATE_DATE","MODIFY_EMPLOYEE_ID","MODIFY_DATE","PASSED_INVERTIBRATE_TOX","PASSED_FATHEAD_TOX","NITRATE_NITRITE","E_COLI","ROWID"
"555","","whc a","2005-09-23 00:00:00","1899-12-30 10:08:00","","Cathy Matthews","7.49","4.07","28.34",".364",".20","435","41","37",".10","150","400",".410",".000",".014",".46",".000","31.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{4E5435EF-8243-4A79-BE51-1DDAD2C90D21}"
"556","","dix a","2005-09-22 00:00:00","1899-12-30 13:15:00","","Cathy Matthews","7.58","5.03","24.93",".522",".30","480","12","6",".01","120","800",".000",".290",".000",".16",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{C683CE5F-129C-481D-ACE3-E68B63DC7B78}"
"557","","dix b","2005-09-22 00:00:00","1899-12-30 11:45:00","","Cathy Matthews","7.84","6.85","26.14",".467",".30","465","9","13",".07","200","900",".000",".320",".015",".09",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{D2944134-E717-4130-A9D3-E4FACC6B7F4F}"
"558","","wil a","2005-09-22 00:00:00","1899-12-30 11:10:00","","Cathy Matthews","7.42","2.49","28.42",".326",".20","488","29","22",".03","120","300",".180",".000",".010",".28",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{E7279653-F46D-4755-807C-6B1CB6FD05A4}"
"559","","mcc a","2005-09-22 00:00:00","1899-12-30 10:55:00","","Cathy Matthews","7.43","2.93","26.91",".319",".20","489","16","16",".06","120","100",".160",".000",".000",".21",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{3EE6BF3D-C447-4E56-A324-025F4BFDFC8F}"
"560","","jac a","2005-09-21 00:00:00","1899-12-30 13:10:00","","Cathy Matthews","7.53","6.05","25.99",".583",".40","476","9","9",".03","200","1100",".000",".780",".013",".08",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{C9875BDF-3D42-42D8-96C2-99F6DEFE4157}"
"561","","jen a","2005-09-21 00:00:00","1899-12-30 12:00:00","","Cathy Matthews","7.54","5.09","25.88",".427",".30","472","9","6",".32","200","1300",".250",".410",".000",".10",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{FAA9F7B9-2245-4C0D-8624-99073C4E4B6A}"
"562","","whc c","2005-09-21 00:00:00","1899-12-30 10:38:00","","Cathy Matthews","7.87","7.50","26.23",".639",".40","453","16","24",".04","200","132","1.740","1.810",".023",".15",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{999035D3-A5FB-44EE-A314-7DFE036AEA1C}"
"563","","flo a","2005-09-20 00:00:00","1899-12-30 10:38:00","","Cathy Matthews","7.90","7.99","25.48",".780",".50","185","12","4","","150","9999","5.650","5.470",".078",".10",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","fecal coliform = 15000 col/100 ml","","","","YES","YES","","","{7ECFD5B1-800B-4C5B-9E14-8923C70C0D5D}"
"564","","smc c","2005-10-03 00:00:00","1899-12-30 14:40:00","","Cathy Matthews","8.55","8.39","30.00",".646",".40","284","7","8",".01","200","13",".000",".000",".010",".07",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{FC5662BE-F817-472B-956E-E0E82A40533A}"
"565","","smc b","2005-10-03 00:00:00","1899-12-30 13:18:00","","Cathy Matthews","7.65","5.90","27.32",".617",".40","295","16","20",".04","120","185",".000",".230",".027",".10",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{E23343BA-5CC9-4259-A5D9-B7D9C7F70356}"
"566","","smc a","2005-10-03 00:00:00","1899-12-30 11:18:00","","Cathy Matthews","7.51","5.02","25.18",".596",".40","293","16","19",".13","120","106",".000",".450",".038",".19",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{59E9CE48-7EFB-4128-8B53-CD878A2FB56E}"
"567","","woo a","2005-09-28 00:00:00","1899-12-30 11:56:00","","Cathy Matthews","7.46","8.25","25.86",".684",".40","287","14","8",".00","250","54",".000",".290",".000",".02",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{EDBC539D-3B1C-4508-A3F3-9B9F9FE19689}"
"568","","ric b","2005-09-28 00:00:00","1899-12-30 11:30:00","","Cathy Matthews","7.98","7.03","25.61",".582",".40","261","11","18",".13","250","800",".000",".000",".000",".03",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{BC4440F9-9B83-4D12-AD44-3ADD9EFA2C49}"
"569","","new a","2005-09-28 00:00:00","1899-12-30 11:08:00","","Cathy Matthews","","","","","","","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","Dry","","","","","","","","{4DAE958B-714A-423E-B3B5-0CC172FBDD68}"
"570","","whi a","2005-09-28 00:00:00","1899-12-30 10:39:00","","Cathy Matthews","7.39","2.57","24.89",".496",".30","209","15","20",".00","250","64",".000",".000",".000",".04",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{C40F4A34-D5AF-479E-AB6A-CB3FC7E9EB8A}"
"571","","pra a","2005-09-27 00:00:00","1899-12-30 11:58:00","","Cathy Matthews","7.34","1.42","27.03",".516",".30","193","36","44",".20","200","300",".440",".000",".000",".27",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{2E095BAA-A088-4AD7-92B9-C31F504164E8}"
"572","","bit a","2005-09-27 00:00:00","1899-12-30 11:43:00","","Cathy Matthews","","","","","","","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","Dry","","","","","","","","{525F28E3-194A-4EFD-956B-A63E60CC6D92}"
"573","","hic a","2005-09-27 00:00:00","1899-12-30 11:37:00","","Cathy Matthews","","","","","","","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","Dry","","","","","","","","{CF1DCBCD-9928-4638-A230-45025187ECD6}"
"574","","par a","2005-09-27 00:00:00","1899-12-30 11:04:00","","Cathy Matthews","","","","","","","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","Dry","","","","","","","","{F6414CC1-E991-45BB-A096-C03F098FA140}"
"575","","cec a","2005-10-18 00:00:00","1899-12-30 10:24:00","","Cathy Matthews","7.75","4.75","20.35",".436",".30","211","0","3",".05","200","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{EFFA2373-88DD-4976-B9F8-8568D6D46CD1}"
"576","","lit a","2005-10-18 00:00:00","1899-12-30 09:44:00","","Cathy Matthews","7.67","5.79","20.96",".356",".20","152","3","0",".06","150","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{963C8453-C6E1-48D0-8ACD-072E90306BB1}"
"577","","moc a","2005-10-12 00:00:00","1899-12-30 12:49:00","","Cathy Matthews","8.04","6.65","25.54",".818",".50","339","28","33",".77","250","34",".000",".000",".017","1.28",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{E7FA823E-A6EB-484A-BA30-3F78B5A32F0B}"
"578","","art a","2005-10-12 00:00:00","1899-12-30 11:32:00","","Cathy Matthews","8.58","2.38","20.68","1.180",".80","406","55","56",".10","50","0",".920",".000",".012","1.25",".000",".00","",".020","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{7B42FB30-777B-43FB-80E7-F4D75499710B}"
"579","","moc b","2005-10-12 00:00:00","1899-12-30 11:02:00","","Cathy Matthews","7.96","4.47","22.11",".494",".30","478","16","24",".05","200","1",".000",".000",".000",".54",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{72FC607E-E552-4977-9882-E63309B1BA25}"
"580","","ela c","2005-10-05 00:00:00","1899-12-30 12:45:00","","Cathy Matthews","8.23","6.64","26.09",".540",".40","329","14","17",".10","120","290",".220",".280",".000",".03",".000","30.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{D325F82B-6879-4668-BE50-7C50A883EC7D}"
"581","","ela a","2005-10-05 00:00:00","1899-12-30 11:13:00","","Cathy Matthews","7.47","3.97","22.97",".732",".50","336","14","16",".00","200","352",".150",".470",".000",".11",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{544D57C2-9CBC-4515-987D-F014792D1F54}"
"583","","joe a","2006-04-05 00:00:00","1899-12-30 14:17:00","","Cathy Matthews","7.81","7.29","21.61",".870",".60","376","17","18",".00","250","59",".050",".720",".000",".13",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{1F5F2820-8436-486F-9608-E2F75C159546}"
"584","","tur a","2006-04-05 00:00:00","1899-12-30 11:45:00","","Cathy Matthews","7.68","1.65","20.00",".890",".60","394","3","10",".04","200","42",".050","1.490",".110",".06",".000","17.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{EF16E585-F2CD-4F43-8426-580519DDF63C}"
"585","","efc a","2006-04-05 00:00:00","1899-12-30 11:15:00","","Cathy Matthews","8.14","13.46","21.22",".948",".60","390","14","17",".02","200","74",".090",".840",".136",".38",".000","26.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{7DE445D0-AE7E-461E-93F1-5F6A9FACCBBB}"
"586","","dan a","2006-04-04 00:00:00","1899-12-30 10:49:00","","Cathy Matthews","7.47","4.76","14.01",".684",".40","417","47","48",".28","200","8",".120",".470",".067","1.01",".000","26.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{EF8B85B6-88AE-4889-B530-4E608AA0FCB3}"
"587","","rib a","2006-04-04 00:00:00","1899-12-30 09:46:00","","Cathy Matthews","7.66","6.77","18.16",".971",".60","414","6","8",".01","200","14",".070",".000",".000","1.04",".000","22.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{CAE4B040-B953-4A4B-99A9-EF8CCC7118B7}"
"588","","jen a","2006-03-30 00:00:00","1899-12-30 10:39:00","","Cathy Matthews","7.82","8.15","17.87",".550",".40","410","14","13",".00","180","227",".000","1.700",".000",".09",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{A6AF4893-74B0-47D1-83D6-5B765F1536BB}"
"589","","coo a","2006-03-29 00:00:00","1899-12-30 15:07:00","","Cathy Matthews","7.97","9.72","19.23",".703",".50","268","10","16",".00","180","96",".000","4.050",".000",".15",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{0C1C12C0-36CC-44DA-A3AD-1200E7FBC51C}"
"590","","hut a","2006-03-28 00:00:00","1899-12-30 15:37:00","","Cathy Matthews","7.82","10.10","21.75",".579",".40","417","15","12",".07","200","15",".000",".820",".000",".26",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{D2E73E30-383B-4789-AC17-281C7D4A76C6}"
"591","","fur a","2006-03-28 00:00:00","1899-12-30 15:05:00","","Cathy Matthews","8.13","10.00","18.71",".808",".50","425","14","9",".07","200","12",".000","1.650",".000",".20",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{AC6879FD-CE63-4390-921E-0606A62D69E6}"
"592","","raw a","2006-03-28 00:00:00","1899-12-30 14:32:00","","Cathy Matthews","8.65","10.47","19.13",".361",".20","414","9","12",".07","120","15",".140","1.150",".000",".20",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{51A37B91-2D72-4EAF-BD65-2E1B33200609}"
"593","","far aa","2006-03-28 00:00:00","1899-12-30 14:09:00","","Cathy Matthews","7.74","9.48","17.49",".716",".50","429","8","12",".12","200","38",".000","2.310",".000",".22",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{C95E41C0-3D83-47E5-B181-B616BCE41F14}"
"594","","cot a","2006-04-17 00:00:00","1899-12-30 11:58:00","","Cathy Matthews","7.90","6.82","23.61",".608",".40","407","16","13",".31","200","76",".050",".570",".040",".03",".000","18.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{567CAFAB-CF46-4C1E-8EAC-CC0FC3DD5621}"
"595","","mck a","2006-04-17 00:00:00","1899-12-30 10:03:00","","Cathy Matthews","7.89","6.30","21.95",".710",".50","420","19","14",".00","180","27",".000","1.270",".030",".03",".000","13.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{0CAB95D6-6625-4C8B-8824-2C65534F7F83}"
"596","","joe c","2006-04-12 00:00:00","1899-12-30 13:49:00","","Cathy Matthews","8.43","14.55","22.15","1.480",".90","378","16","15",".83","250","186",".000","3.050",".110",".03",".000","20.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{8B723549-5E1A-4C41-9828-70BC7DE28C0E}"
"597","","cac a","2006-04-12 00:00:00","1899-12-30 11:26:00","","Cathy Matthews","7.87","3.86","20.61",".730",".50","389","16","22","","150","6",".150",".000",".000","1.24",".000","67.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{16CA2B41-2314-448F-AA7C-A89E37C045F8}"
"598","","wjo a","2006-04-12 00:00:00","1899-12-30 10:37:00","","Cathy Matthews","7.99","5.15","20.17",".939",".60","396","25","23",".03","150","18",".070",".270",".050",".62",".000","30.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{C7322792-7EBA-41DB-9420-E70A3B768937}"
"599","","flo a","2006-04-18 00:00:00","1899-12-30 09:58:00","","Cathy Matthews","8.26","8.84","23.10",".975",".60","398","18","25",".58","200","74","1.970","8.400",".120",".11","18.000","25.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{A7D079DC-0FDF-48B0-A911-20329FEAD9C1}"
"600","","wil a","2006-04-25 00:00:00","1899-12-30 10:20:00","","Cathy Matthews","7.66","3.05","23.17",".427",".30","394","56","52",".00","200","175",".060",".000",".000","1.08",".000","22.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{36BA36B5-DDAA-4884-85CA-CAEA96578AAF}"
"601","","mcc a","2006-04-25 00:00:00","1899-12-30 09:57:00","","Cathy Matthews","7.68","3.16","21.80",".564",".40","391","26","21",".02","200","276",".050",".060",".020",".36",".000","17.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{F961D713-5613-47BE-BEA4-8ACC0AE3E32D}"
"602","","whc c","2006-04-18 00:00:00","1899-12-30 11:46:00","","Cathy Matthews","8.19","10.40","25.46",".768",".50","385","25","18",".02","150","15",".600","3.200",".060",".14",".000","23.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{E1B40F7B-C4BB-47A8-98FA-04679B0FA39A}"
"603","","ceb a","2006-05-03 00:00:00","1899-12-30 13:50:00","","Cathy Matthews","","","","","","","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","Intermittent flow-no samples taken","","","","","","","","{591E581A-C6AC-409B-B7BC-883AE5174190}"
"604","","tro a","2006-05-03 00:00:00","1899-12-30 13:17:00","","Cathy Matthews","7.56","6.16","26.19",".579",".40","400","5","1",".16","150","500",".150",".000",".060",".49",".000","32.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{518E32F6-5B15-4794-8F18-B8F16053D8C4}"
"605","","bab b","2006-05-03 00:00:00","1899-12-30 10:05:00","","Cathy Matthews","7.83","8.59","22.16",".665",".40","423","21","13",".00","200","100",".000",".370",".000",".04",".000","25.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{1346A74E-ECBC-4954-83C2-54FEE1CF139A}"
"606","","jac a","2006-04-27 00:00:00","1899-12-30 13:04:00","","Cathy Matthews","7.56","7.42","18.55",".648",".40","396","25","33",".38","200","250",".000",".260",".000",".12",".000","10.00","",".000","","","","NO ","NO ","NO ","NO ","Daphnia survival was low: control survivial=90%. 100%survival=72.5%","","","","YES","YES","","","{9FEF0D0E-5E1F-467E-9BAA-149CACB58FFC}"
"607","","lon a","2006-04-27 00:00:00","1899-12-30 11:20:00","","Cathy Matthews","9.22","12.53","22.91",".237",".20","395","41","39",".05","100","156",".100",".000",".000",".42",".000","30.00","",".000","","","","NO ","NO ","NO ","NO ","Daphnia survival was low:  Control survival= 95%, 100% survival= 80%","","","","YES","YES","","","{24118736-AD66-4DA6-86D5-5BB8FB2F6144}"
"609","","lac a","2006-03-29 00:00:00","1899-12-30 14:40:00","","Cathy Matthews","7.95","10.26","19.47",".224",".10","279","17","25",".00","120","26",".160",".810",".054",".00",".000","22.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{4B230837-5CA6-4AAB-8AE0-E38E1F0B5E6C}"
"611","","lit a","2006-05-17 00:00:00","1899-12-30 15:23:00","","Cathy Matthews","7.49","9.26","21.57",".455",".30","402","0","2",".40","200","284",".080",".840",".000",".06",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{B0B94E25-C544-4405-8C81-9026008D075E}"
"612","","hon a","2006-05-17 00:00:00","1899-12-30 14:35:00","","Cathy Matthews","7.08","9.07","21.89",".570",".40","409","1","13",".07","200","158",".000","1.350",".000",".03",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{0E7D727E-593F-47ED-B005-4E1C09B3FD8C}"
"613","","smc c","2006-05-15 00:00:00","1899-12-30 14:05:00","","Cathy Matthews","7.64","6.19","20.98",".675",".40","386","8","23",".06","150","102",".000",".000",".000",".08",".000","28.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{FAED6F3E-651A-473F-BB9C-803765047330}"
"614","","smc b","2006-05-15 00:00:00","1899-12-30 12:34:00","","Cathy Matthews","7.57","7.46","22.75",".543",".40","394","5","16",".11","120","0",".000",".000",".000",".12",".000","26.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{AE654FA2-311C-447A-896F-AFA536C2FA50}"
"615","","smc a","2006-05-15 00:00:00","1899-12-30 10:34:00","","Cathy Matthews","7.51","8.33","22.42",".505",".30","398","21","17",".11","150","108",".000",".000",".000",".13",".000","28.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{E883D523-367D-4758-A46E-822BEE5ABA5E}"
"616","","moc b","2006-05-11 00:00:00","1899-12-30 12:22:00","","Cathy Matthews","7.74","6.47","22.96",".471",".30","366","69","69",".00","200","28",".000",".000",".020","1.53",".000","16.00","",".000","","","","NO ","NO ","NO ","NO ","Hester Dendy site.  Ammonmia, copper, phosphorus, nitrate was BRL.","","","","YES","YES","","","{23928FE1-5B93-4F78-B9D5-28A1C00A8903}"
"617","","whc a","2006-05-11 00:00:00","1899-12-30 09:50:00","","Cesar Cavazos","6.98","4.18","23.20",".500",".30","360","27","31",".04","150","456",".060",".490",".090",".76",".355","16.00","",".000","","","","NO ","NO ","NO ","NO ","copper was BRL.","","","","YES","YES","","","{EE18319C-6E1A-4AC8-ADA1-ABFE4833329F}"
"618","","ash a","2006-05-10 00:00:00","1899-12-30 15:48:00","","Cathy Matthews","8.11","","27.80",".440",".30","416","18","18",".05","200","33",".100","1.070",".000",".15",".000","11.00","",".000","","","","NO ","NO ","NO ","NO ","D.O membrane came off, no DO value.  Toxicity was not tested using fatheahds, but Daphnia only.","","","","YES","","","","{EC4779F1-E6E0-4E9A-9B61-A72A8A751D89}"
"619","","dix a","2006-05-10 00:00:00","1899-12-30 14:32:00","","Cathy Matthews","7.69","8.91","24.06",".455",".30","422","6","4",".01","200","234",".000","1.400",".000",".10",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","Toxicty was not tested using fatheads, only Daphnia.","","","","YES","","","","{74BE11EE-E5ED-4F55-8C37-605682E14647}"
"620","","dix b","2006-05-10 00:00:00","1899-12-30 13:04:00","","Cathy Matthews","7.90","7.98","24.49",".391",".30","421","0","4",".23","200","93",".060","1.280",".000",".20",".000","11.00","",".000","","","","NO ","NO ","NO ","NO ","Toxicity was not tested with fathead, only Daphnia.","","","","YES","","","","{4C61C5FC-7318-4D8F-B40F-B7624CFA1A05}"
"621","","moc a","2006-05-24 00:00:00","1899-12-30 11:00:00","","Cathy Matthews","7.85","6.19","28.01",".507",".30","380","63","71",".04","200","92",".000",".000","3.000","2.02",".000","16.00","",".000","","","","NO ","NO ","NO ","NO ","Nitrate value is nitrate-nitrite combined.  Toxicty tests did not use fathead minnows.","","","","YES","","","","{492D26C9-ACED-4136-AFA4-CC62934CADAF}"
"622","","ogu a","2006-05-24 00:00:00","1899-12-30 09:50:00","","Cathy Matthews","7.49","5.24","24.30",".733",".50","385","23","20",".21","200","36",".050",".000","",".67",".000","13.00","",".000","","","","NO ","NO ","NO ","NO ","Nitrate value is nitrate-nitrite combined.  Toxicity was not tested with fathead minnows.","","","","YES","","","","{FC05AC36-091C-4CDF-A9B0-E55913283CB5}"
"623","","art a","2006-05-24 00:00:00","1899-12-30 09:18:00","","Cathy Matthews","7.78","4.33","24.94",".892",".60","390","24","50",".04","150","2",".090",".000","",".69",".000","28.00","",".110","","","","NO ","NO ","NO ","NO ","Nitrate value is nitrate-nitrie combined.  Toxicity was not tested using fathead minnows.","","","","YES","","","","{FC7B2B2F-88DD-444D-B924-9B5F6FC73515}"
"624","","lak a","2006-05-22 00:00:00","1899-12-30 15:30:00","","Cathy Matthews","","","","","","","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","Dry","","","","","","","","{24D26D28-6E50-4F0D-95B8-E9E43E62F8F7}"
"625","","bit a","2006-05-22 00:00:00","1899-12-30 15:15:00","","Cathy Matthews","","","","","","","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","Dry","","","","","","","","{F301F89C-9E0C-42EE-A99C-4561BF5D0E6C}"
"626","","par a","2006-05-22 00:00:00","1899-12-30 14:30:00","","Cathy Matthews","","","","","","","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","Dry","","","","","","","","{AD60DB65-41DC-470B-B48C-59B3715B1076}"
"627","","hic a","2006-05-22 00:00:00","1899-12-30 13:46:00","","Cathy Matthews","","","","","","","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","Dry","","","","","","","","{606065BD-DF4D-4FCD-BCEC-10CEC08CB06C}"
"628","","fil a","2006-05-25 00:00:00","1899-12-30 13:27:00","","Cathy Matthews","7.73","8.76","33.89",".687",".40","395","12","19",".10","120","146",".070",".000","",".61",".000","13.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{A773F47C-0A4F-4CC7-B897-443ECE1C39A6}"
"629","","ric b","2006-05-25 00:00:00","1899-12-30 09:41:00","","Cathy Matthews","7.82","8.65","23.63",".534",".30","419","18","20",".28","200","4000",".190",".540","",".10",".000","26.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{503A483C-730D-41B2-910E-6907C52002D1}"
"630","","ela c","2006-05-31 00:00:00","1899-12-30 14:37:00","","Cathy Matthews","7.60","4.05","25.60",".688",".40","426","19","7",".07","120","800",".370",".000",".000",".13",".000","99.00","",".010","","","","NO ","NO ","NO ","NO ","COD=120 mg/l; nitrate value is nitrate-nitrite combined","","","","YES","YES","","","{3C1D5C8C-5FB7-4F88-BD8A-09A244E6F8A2}"
"631","","ela a","2006-05-31 00:00:00","1899-12-30 12:46:00","","Cathy Matthews","7.29","4.83","22.52",".762",".50","434","6","4",".02","120","152",".000","","",".08",".000","38.00","",".000","","","","NO ","NO ","NO ","NO ","Phosphorus, ammonia, copper are BRL.","","","","YES","YES",".560","","{F56A24AE-EDB6-46E7-AD4A-98FCB7CBCEEF}"
"632","","pra a","2006-05-31 00:00:00","1899-12-30 12:06:00","","Cathy Matthews","7.57","5.40","23.70",".590",".40","435","6","7",".03","120","26",".150",".000","",".20",".000","23.00","",".000","","","","NO ","NO ","NO ","NO ","ammonia is 0.113; nitrate value si BRL, and is nitrate-nitrite combined","","","","YES","YES","","","{BC37F710-9975-4A95-A381-FF7DE49FF66F}"
"633","","hic b","2006-05-31 00:00:00","1899-12-30 11:35:00","","Cathy Matthews","6.88","3.25","22.64","1.170",".80","439","8","12",".03","120","4200",".210",".000","",".26",".000","23.00","",".000","","","","NO ","NO ","NO ","NO ","nitrate value was below detection limits, value is nitrate-nitrite combined.","","","","YES","YES","","","{C0BAC951-0B34-41AB-9BF3-FAAA837224B5}"
"634","","eft a","2006-05-16 00:00:00","1899-12-30 11:30:00","","Cathy Matthews","7.80","8.44","23.04",".399",".30","359","19","18",".04","120","20",".170",".780",".030",".56",".000","21.00","",".000","","","","NO ","NO ","NO ","NO ","Toxicity was not tested using fatheads, only Daphnia.","","","","YES","","","","{8906D8EE-C4CB-4052-A284-1A51B922621A}"
"635","","whi a","2006-06-21 00:00:00","1899-12-30 12:01:00","","Cathy Matthews","7.98","6.08","24.62",".411",".30","365","11","12",".80","180","207",".000",".000","",".15",".000","10.00","",".000","","","","NO ","NO ","NO ","NO ","Nitrate value is nitrate-nitrite combined.","","","","YES","YES","","","{30EF91F0-5C83-49CF-88FA-62BE9CF674BA}"
"636","","new a","2006-06-21 00:00:00","1899-12-30 11:23:00","","Cathy Matthews","7.49","1.10","25.42",".301",".20","361","77","80",".00","120","800",".030",".000","",".59",".000","27.00","",".000","","","","NO ","NO ","NO ","YES","No fish.  Nitrate value is nitrate-nitrite combined.","","","","YES","YES","","","{F512E464-F925-427C-9726-690A2AACED3E}"
"637","","fiv a","2006-06-21 00:00:00","1899-12-30 09:51:00","","Cathy Matthews","7.94","5.30","26.63",".301",".20","365","17","21",".00","120","293",".000","","",".12",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","Phosphorus, ammonia, COD, and copper are BRL.","","","","YES","YES",".360","","{3D3E1D31-D45E-4BAA-9EC8-AF0D5E6472FC}"
"638","","fiv d","2006-06-14 00:00:00","1899-12-30 14:16:00","","Cathy Matthews","7.45","4.47","25.92",".559",".40","373","9","12",".13","150","20",".000",".000","",".09",".000","12.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{426D5F0C-3C79-43D0-8707-79BC9F3AB486}"
"639","","ten d","2006-06-14 00:00:00","1899-12-30 11:18:00","","Cathy Matthews","7.92","6.17","25.38",".610",".40","382","7","4",".33","200","16",".000",".310","",".06",".000","12.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{FB053B0C-3B92-40FD-8634-893338B79D99}"
"640","","ten b","2006-06-13 00:00:00","1899-12-30 14:00:00","","Cathy Matthews","8.17","6.06","29.79",".431",".30","388","14","17",".13","120","6",".000",".000","",".10",".000","10.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","YES","YES","","","{EBAAA5AE-43EE-4B50-BA45-8B982DF6CABF}"
