"WET_WEATHER_SAMPLING_ID","EMPLOYEE_ID","EMPLOYEE_NAME","SITE_ID","SITE_COMMON_NAME","SAMPLE_DATE","SAMPLE_TIME","TEMPERATURE","CONDUCTIVITY","DO","PH","TOT_DISSOLVED_SOLID","TURBIDITY","TOT_SUSPENDED_SOLID","CHLORINE","HARDNESS","CHEM_OXYGEN_DEMAND","NITRITE","NITRATE","FECAL_COLIFORM","PHOSPHOROUS","LEAD","IRON","COPPER","ALUMINUM","CHROMIUM_HEXAVALENT","MOLYBDENUM","SULPHATE","FLUORIDE","DETERGENT","NICKEL","FREE_CHLORINE","CADMIUM","TOTAL_CHROMIUM","MANGANESE","OIL_OR_GREASE","SILVER","ZINC","TPH","BOD","FLOATABLES","OIL_SHEEN","LEAVES","GRASS_CLIPPINGS","SEWAGE_PRESENT","SEWAGE_ODOR","SOLVENT_ODOR","PETROLEUM_ODOR","FISH_ODOR","OTHER_ODOR","COMMENTS","AMMONIA","E_COLI","NITRATE_NITRITE","ROWID"
"480","","Cesar Cavazos","","WRDM1","2006-01-28 00:00:00","Thirty Time","11.02",".550","8.40","7.73","4.00","151.00","157",".01","120","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","Few","None","None","No","No","No","No","No","01/28/06 6:55am  WRDA#1 Event#1 00:30 Sample -8000 W. MOCKINGBIRD LN (@ Whiterock Creek)","","","","{C53A77C3-ADDB-4C4F-8835-39E8B39B6F0F}"
"481","","Cesar Cavazos","","NWDA1","2006-01-28 00:00:00","Fifteen Time","11.01",".562","8.00","7.71","4.00","154.00","166",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","Few","None","None","No","No","No","No","No","01/28/06 6:40am WRDM#1 Event#1 00:15 Sample  8000 E. MOCKINGBIRD LN (@ Whiterock Creek)","","","","{AF370543-E51C-4C2C-B0A7-221CF3FDF741}"
"482","","Cesar Cavazos","","WRDM1","2006-01-28 00:00:00","Zero Time","11.02",".561","8.10","7.72","4.00","149.00","166",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","None","None","None","No","No","No","No","No","01/28/06 6:25am WRDM#1  Event#1 00:00 Sample     8000 E. MOCKINGBIRD LN (@ Whiterock Creek)","","","","{81A288C6-8EA0-4033-8F14-A7F8599F6DC5}"
"483","","Cesar Cavazos","","WRDM1","2006-01-28 00:00:00","First Flush","11.02",".555","7.90","7.71","4.00","139.00","153",".00","120","45.00",".00",".97","",".510","","3.130",".020","","","","","","","","","","","","","","","","","Few","None","Few","None","None","No","No","No","No","No","01/28/06 6:10am WRDM#1 1st.Flush Event#1       8000 E. MOCKINGBIRD LN (@Whiterock Creek)","","","","{A27238A1-4191-427F-AB6B-27861FB1CBFC}"
"484","","Cesar Cavazos","","WRDM1","2006-01-27 00:00:00","Background","9.96",".537","8.14","8.08",".30","24.00","11",".03","120","78.00",".00",".63","",".340","",".460",".000","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","01/27/06 3:00pm  WRDM#1 Event#1
BKG  -8000 E. MOCKINGBIRD LN- 
(@ Whiterock Creek)

   ","","","","{0D54FD33-8FC9-4398-B9BD-CC7E31CF9E1F}"
"485","","Cesar Cavazos","","WRDM1","2006-02-24 00:00:00","Background","9.10",".500","8.59","9.10",".30","12.00","20",".06","120","14.00",".00",".60","",".000","","1.390",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","WRDM#1,BKG,2-24-06,3:13pm,Event#2","","","","{14D15581-0364-44E2-B229-AD4770B7FA91}"
"486","","Cesar Cavazos","","WRDM1","2006-02-24 00:00:00","First Flush","8.90",".533","8.64","8.12",".30","64.00","65",".02","150","24.00",".00",".65","",".000","","1.660",".010","","","","","","","","","","","","","","","","","","","","","","","","","","","WRDM#1,2-24-06,4:40pm,Event#2","","","","{C1BDFF12-9A50-48E0-A0AC-91A9AAFA44EB}"
"487","","Cesar Cavazos","","WRDM1","2006-02-24 00:00:00","Zero Time","8.91",".501","8.71","8.13",".30","82.00","85",".01","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WRDM#1,2-24-06,00:00 Time,Event#2","","","","{1B887ACF-7818-429E-9F57-E0555C20A5F7}"
"488","","Cesar Cavazos","","WRDM1","2006-02-24 00:00:00","Fifeteen Time","8.51",".494","8.66","8.11",".30","86.00","87",".02","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WRDM#1,2-24-06,00:15 Time sample, Event#2","","","","{4CC6458F-6EC7-4A0A-90BA-F23310BE2E5F}"
"489","","Cesar Cavazos","","WRDM1","2006-02-24 00:00:00","Thirty Time","8.55",".491","8.64","8.10",".30","85.00","85",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WRDM#1,2-24-06, 00:30 Time sample, Event#2","","","","{D449CC06-D8FC-4EEE-A4C3-AFBB30908A55}"
"490","","Cesar Cavazos","","WRDM1","2006-02-24 00:00:00","45 Time","8.57",".488","8.11","8.07",".30","84.00","85",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WDRM#1,2-24-06, 00:45Time sample, Event#2","","","","{90A8AE19-EC1E-4D1C-9E87-A2C83853C4F9}"
"491","","Cesar Cavazos","","WRDM1","2006-02-24 00:00:00","60 Time","8.58",".487","8.10","8.02",".30","79.00","82",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WRDM#1, 2-24-06, 1:00 Time sample, Event#2","","","","{CE43B168-885A-4A68-9793-AAE91922DBE0}"
"492","","Cesar Cavazos","","WRDM2","2006-02-24 00:00:00","Background","8.15",".540","9.55","7.28",".30","8.00","7","1.60","200",".00",".00",".00","",".000","","1.420","","","","","","","","","","","","","","","","","","","","","","","","","","","","WRDM#2, BKG, Event#2","","","","{F0EF1814-4A38-4B4D-A756-293031AF6098}"
"493","","Cesar Cavazos","","WRDM2","2006-02-24 00:00:00","First Flush","8.62",".537","8.20","7.48",".30","18.00","29",".00","180","10.00",".00",".00","",".000","","2.920",".020","","","","","","","","","","","","","","","","","","","","","","","","","","","Event# 2","","","","{AFFF044A-9EC1-4EAC-A030-7BBD25CF4AAC}"
"494","","Cesar Cavazos","","WRDM2","2006-02-24 00:00:00","Zero Time","8.67",".526","10.54","7.60",".30","44.00","46",".00","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{032C729E-1E70-4528-B761-9BA9FEAF64BA}"
"495","","Cesar Cavazos","","WRDM2","2006-02-24 00:00:00","Fifeteen Time","8.69",".532","11.96","7.64",".30","41.00","38",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{C4455BD1-5093-4F7F-AAD7-6C3C0CF9E077}"
"496","","Cesar Cavazos","","WRDM2","2006-02-24 00:00:00","Thirty Time","8.93",".532","10.44","7.79",".30","34.00","47",".00","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event# 2","","","","{79D5E9EC-6B07-4E5A-A16C-6147394B1876}"
"497","","Cesar Cavazos","","WRDM2","2006-02-24 00:00:00","45 Time","9.17",".536","9.50","7.73",".30","45.00","45",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event #2","","","","{849E7AA4-3714-4E72-82C6-A7641C6AE593}"
"498","","Cesar Cavazos","","WRDM2","2006-02-24 00:00:00","60 Time","9.54",".555","9.50","7.77",".30","39.00","40",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event# 2","","","","{A897468A-1F4B-4CBB-8F49-5B7B9D19FF4F}"
"499","","Cesar Cavazos","","WRDM3","2006-02-24 00:00:00","Background","9.25",".548","8.35","7.21",".40","18.00","10",".40","200",".00",".00",".00","",".000","","1.310",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{1D604939-7215-49E2-81AA-801D62E9B4C4}"
"500","","Cesar Cavazos","","WRDM3","2006-02-24 00:00:00","First Flush","9.67",".564","7.64","7.33",".40","41.00","47",".01","200","10.00",".00",".00","",".000","","1.460","1.460","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{95388295-DF15-4769-8198-3E8EFE91D73C}"
"501","","Cesar Cavazos","","WRDM3","2006-02-24 00:00:00","Zero Time","9.68",".564","7.10","7.40",".40","45.00","49",".01","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{B2C439FD-F5BA-4963-A77E-1AE8F90E65FC}"
"502","","Cesar Cavazos","","WRDM3","2006-02-24 00:00:00","Fifeteen Time","9.69",".561","7.27","7.40",".40","48.00","51",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{0B1C75BA-81CB-45AD-A13B-F2E1AF705858}"
"503","","Cesar Cavazos","","WRDM3","2006-02-24 00:00:00","Thirty Time","9.72",".564","7.27","7.40",".40","45.00","47",".01","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{D590F8EB-7A80-4C30-A732-F8ECD4578F67}"
"504","","Cesar Cavazos","","WRDM3","2006-02-24 00:00:00","45 Time","10.27",".605","10.01","7.56",".40","47.00","46",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{DC383590-04AB-4FF2-8B21-C5ADB5E52F3A}"
"505","","Cesar Cavazos","","WRDM3","2006-02-24 00:00:00","60 Time","8.90",".670","10.30","7.41",".40","87.00","99",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2  Note: water in creek turned very brown","","","","{55A2012A-53D8-4A65-9BD5-E00931C68AC3}"
"506","","Cesar Cavazos","","WRDM4","2006-02-24 00:00:00","Background","8.69",".479","10.63","7.54",".30","15.00","6",".02","150","11.00",".00",".00","",".000","","1.160",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{A0367941-7905-403C-9452-71D6A7F11A50}"
"507","","Cesar Cavazos","","WRDM4","2006-02-24 00:00:00","First Flush","8.90",".475","10.48","7.66",".30","43.00","40",".07","150","34.00",".00",".00","",".000","","1.600",".010","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{31A50243-4941-4910-943D-339C0A43774B}"
"508","","Cesar Cavazos","","WRDM4","2006-02-24 00:00:00","Zero Time","8.83",".473","11.64","7.69",".30","48.00","49",".06","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{3D8F6A4F-F40D-4EAC-B528-9B796536E23A}"
"509","","Cesar Cavazos","","WRDM4","2006-02-24 00:00:00","Fifeteen Time","8.66",".472","10.67","7.69",".30","49.00","40",".06","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{83285AD6-C77D-42A6-A910-1AFF0BC723A8}"
"510","","Cesar Cavazos","","WRDM4","2006-02-24 00:00:00","Thirty Time","8.46",".480","10.67","7.64",".30","46.00","40",".02","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{26DFCD75-163B-4E0D-B6E8-CEA721257B26}"
"511","","Cesar Cavazos","","WRDM4","2006-02-24 00:00:00","45 Time","8.54",".470","11.44","7.67",".30","45.00","40",".02","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{E53B6D2F-F024-4C0C-A866-08EF46FBD941}"
"512","","Cesar Cavazos","","WRDM4","2006-02-24 00:00:00","60 Time","9.15",".427","10.42","7.64",".30","86.00","83",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{925E31C8-7FCE-4413-96FC-71463B8BF14C}"
"513","","Cesar Cavazos","","WRDM1","2006-02-24 00:00:00","Composite","","","","","","","","","","22.00",".00",".00","","","","1.900",".020","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{F1D3403E-0CC9-42A7-A06F-1B7587C50664}"
"514","","Cesar Cavazos","","WRDM2","2006-02-24 00:00:00","Composite","","","","","","","","","","55.00",".00",".00","",".000","","2.920",".020","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{3C498492-630D-423D-8EE8-D5A5004FD2C4}"
"515","","Cesar Cavazos","","WRDM3","2006-02-24 00:00:00","Composite","","","","","","","","","","12.00",".00",".00","",".000","","1.850",".010","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{D2791AB9-6816-4BDD-A8C5-505BA3FF615E}"
"516","","Cesar Cavazos","","WRDM4","2006-02-24 00:00:00","Composite","","","","","","","","","","29.00",".00",".00","",".000","","2.120",".020","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{35916F7B-21BA-438E-B473-012230B4010C}"
"517","","Cesar Cavazos","","WRDM1","2006-01-28 00:00:00","Composite","","","","","","","","","","73.00",".00",".95","",".440","","5.530",".050","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{29EBD28E-25BA-46DB-9CA9-A81B20BC6474}"
"518","","Cesar Cavazos","","WRDM2","2006-01-28 00:00:00","Composite","","","","","","","","","","130.00",".00",".00","","4.460","","7.270",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{28CAFA75-0A7C-44E9-B30E-B283F274A979}"
"519","","Cesar Cavazos","","WRDM3","2006-02-24 00:00:00","Composite","","","","","","","","","","115.00",".00",".00","",".550","","10.300",".020","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{3C058EDA-8B01-432F-AB4D-E7CCB07763BC}"
"520","","Cesar Cavazos","","WRDM4","2006-01-28 00:00:00","Composite","","","","","","","","","","64.00",".00",".00","","1.140","","4.480",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{A44CD239-E3FE-4BE8-940B-3B1E33617436}"
"521","","Cesar Cavazos","","NWDA1","2005-12-13 00:00:00","Composite","","","","","","","","","","22.60",".00",".84","",".070",".00",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{860AE6EF-5D0F-46C3-A58E-E2546682BD16}"
"522","","Cesar Cavazos","","NWDA1","2006-01-22 00:00:00","Composite","","","","","","","","","","84.00",".06","1.35","","1.960","",".000",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{ED24338C-811D-43D9-90DA-0F2FBD1ADE1D}"
"523","","Cesar Cavazos","","NWDA2","2006-01-22 00:00:00","Composite","","","","","","","","","","60.00",".06","1.09","","7.980","",".000",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{D2CD7266-6331-466B-A574-F5F966955D5B}"
"524","","Cesar Cavazos","","NWDA3","2006-01-22 00:00:00","Composite","","","","","","","","","","43.00",".06",".98","","7.900","",".000",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{21380999-52BD-4929-AB28-01722EF06E19}"
"525","","Cesar Cavazos","","NWDA4","2006-01-22 00:00:00","Composite","","","","","","","","","","55.00",".01",".00","",".420","",".000",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{BEB861F7-4BE5-4A5B-91F9-4781F96152C4}"
"526","","Cesar Cavazos","","NWDA2","2005-12-13 00:00:00","Composite","","","","","","","","","","55.20",".00",".95","",".250","",".000",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{D95A48DE-531A-4616-B198-80A77B36D8F0}"
"527","","Cesar Cavazos","","NWDA3","2005-12-13 00:00:00","Composite","","","","","","","","","","22.60",".00",".00","",".090","",".000",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{E54E2C6A-A248-4E06-A5CF-012D3AFBC669}"
"528","","Cesar Cavazos","","NWDA4","2005-12-13 00:00:00","Composite","","","","","","","","","","20.00",".00",".00","",".080","",".000",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{08C44E99-AF1E-4162-8CB2-C0E184282240}"
"529","","Cesar Cavazos","","UTEN1","2006-03-17 00:00:00","Background","15.77",".517","9.90","7.85",".30","11.00","27",".01","180",".00",".00",".00","",".000","",".000",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1     (Nitrogen,) Amommia @ 0.109mg/L","","","","{524C112B-81A6-4B5B-B4F5-060D31C4A90C}"
"530","","Cesar Cavazos","","UTEN1","2006-03-18 00:00:00","First Flush","15.14",".541","5.71","7.91",".40","92.00","99",".01","200","10.00",".00",".00","",".230","",".110",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{4F218A33-56B9-435D-B44A-4B80327DB9F2}"
"531","","Cesar Cavazos","","UTEN1","2006-03-18 00:00:00","Zero Time","14.77",".534","4.50","8.04",".30","91.00","92",".01","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{7FCE0696-0215-4550-8585-811E28A95E83}"
"532","","Cesar Cavazos","","UTEN1","2006-03-18 00:00:00","Fifeteen Time","14.80",".535","5.31","8.08",".30","92.00","89",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{74BF1A0E-4BA1-4FD8-B7A0-A19842A11112}"
"533","","Cesar Cavazos","","UTEN1","2006-03-18 00:00:00","Thirty Time","14.84",".535","5.13","8.10",".30","97.00","89",".02","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{AE3C8839-CA4F-4449-8C9C-14FC54F7F9EA}"
"534","","Cesar Cavazos","","UTEN1","2006-03-18 00:00:00","45 Time","14.88",".540",".52","8.21",".40","91.00","91",".01","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{A6D30912-A5D2-4A21-82F6-1E887B99A97B}"
"535","","Cesar Cavazos","","UTEN1","2006-03-18 00:00:00","60 Time","14.70",".541","5.10","8.15",".40","94.00","90",".03","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{34A16087-2125-4627-AA66-70101632FBCE}"
"536","","Cesar Cavazos","","UTEN1","2006-03-18 00:00:00","Composite","","","","","","","","","","28.60",".00",".00","",".000","",".180",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{6C641E99-7C36-476E-A51A-7D4B5CE27778}"
"537","","Cesar Cavazos","","UTEN1","2006-06-17 00:00:00","Background","22.91",".395","7.90","7.90",".30","21.00","24",".01","180","10.20","","","",".000","",".080",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2     (Nitrogen,) Ammonia @ 0.120 mg/L","","",".000","{362D7345-AFD1-4E51-B33F-D0BFEDCCCB64}"
"538","","Cesar Cavazos","","UTEN1","2006-06-18 00:00:00","First Flush","24.09",".301","6.84","7.66",".20","244.00","272",".00","200","27.60","","","",".060","","3.860",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2         (Nitrogen) AMMONIA @ 0.18mg/L","","",".420","{F5EA0847-194F-4A62-882F-3CEC9092A4BD}"
"539","","Cesar Cavazos","","UTEN1","2006-06-18 00:00:00","Zero Time","22.66",".233","6.25","7.74",".20","1100.00","1067",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{00A149DE-C970-47C2-914C-7EC34079A18D}"
"540","","Cesar Cavazos","","UTEN1","2006-06-18 00:00:00","Fifeteen Time","21.69",".155","6.81","7.91",".10","795.00","833",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{1357D114-7E32-4A03-93D6-213F7829B7BB}"
"541","","Cesar Cavazos","","UTEN1","2006-06-18 00:00:00","Thirty Time","23.61",".266","6.68","7.88",".20","897.00","1067",".00","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{D4EC9FA3-83EB-40E4-A373-4EBB02981C2B}"
"542","","Cesar Cavazos","","UTEN1","2006-06-18 00:00:00","45 Time","22.83",".172","6.23","7.88",".10","973.00","1063",".00","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{FC8E78FD-7375-41D6-ABE8-40119A61BD60}"
"543","","Cesar Cavazos","","UTEN1","2006-06-18 00:00:00","60 Time","22.82",".162","6.63","7.99",".10","973.00","1067",".00","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{E78DD95B-1122-409B-AA21-5A24601EF628}"
"544","","Cesar Cavazos","","UTEN1","2006-06-18 00:00:00","Composite","","","","","","","","","","22.60","","","",".190","","20.100",".010","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2      (Nitrogen,) Ammonia @ 0.26mg/L","","",".600","{7A1D8765-92DA-4099-BEA1-C3214DB369FD}"
"545","","Cesar Cavazos","","LTEN1","2006-06-17 00:00:00","Background","23.90",".470","5.50","7.77",".20","21.00","22",".01","200","22.60","","","",".000","",".230",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1     ((Nitrogen,) Ammonia @ 0mg/L","","",".230","{B8C69008-8F78-46B0-B7BA-6EA9E47596E8}"
"546","","Cesar Cavazos","","LTEN1","2006-06-18 00:00:00","First Flush","23.45",".334","6.49","7.78",".20","235.00","264",".06","150","25.10","","","",".070","","5.890",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1     (Nitrogen,) Ammonia @ 0.25mg/L",".250","",".480","{6C6B0CD9-8E4D-41DB-AD11-B1D8D4FB7E23}"
"547","","Cesar Cavazos","","LTEN1","2006-06-18 00:00:00","Zero Time","24.87",".469","6.73","7.83",".30","246.00","281",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{724247C0-D21E-4B1F-9BCB-B6AECD06A6B0}"
"548","","Cesar Cavazos","","LTEN1","2006-06-18 00:00:00","Fifeteen Time","26.03",".484","6.06","7.83",".30","162.00","142",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{10328DBD-34BD-45FC-B28F-3017BD1735D2}"
"549","","Cesar Cavazos","","LTEN1","2006-06-18 00:00:00","Thirty Time","25.99",".482","5.79","7.83",".30","207.00","215",".19","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{54C04ED3-3414-45F3-A668-0A9F4CB3D3EA}"
"550","","Cesar Cavazos","","LTEN1","2006-06-18 00:00:00","45 Time","25.77",".490","5.80","7.87",".30","98.00","110",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{C3933686-52F1-49C2-8987-9D7C263F687F}"
"551","","Cesar Cavazos","","LTEN1","2006-06-18 00:00:00","60 Time","25.23",".490","6.19","7.89",".30","94.00","102",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{C59845F2-267D-4DB4-A803-5175FE8FF1B1}"
"552","","Cesar Cavazos","","LTEN1","2006-06-18 00:00:00","Composite","","","","","","","","","","35.10","","","",".020","","1.820",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1     (Nirogen,) Ammonia @ 0.64mg/L",".640","",".350","{99614314-783C-460C-B2C8-B4811D951E72}"
"553","","Cesar Cavazos","","LTEN1","2006-09-04 00:00:00","Background","29.80",".255","10.60","8.30",".20","40.00","46",".02","120","21.80","","","",".090","","1.970",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2     (Nitrogen,) Ammonia @ 0mg/L","","",".000","{8DDF9F3B-DD5F-40DF-BD86-5BEA17382A7A}"
"554","","Cesar Cavazos","","LTEN1","2006-09-04 00:00:00","First Flush","24.46",".269","5.89","7.80",".20","107.00","126",".00","120","21.80","","","",".470","","1.970",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2     (Nitrogen,) Ammonia @ 0mg/L","","",".000","{5A0B9C15-C1C3-4DC3-AB27-304D81D3254B}"
"555","","Cesar Cavazos","","LTEN1","2006-09-04 00:00:00","Zero Time","24.45",".271","6.11","7.90",".20","122.00","161",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{8124D97C-1DD4-4943-9CA4-CD7A1CA8923B}"
"556","","Cesar Cavazos","","LTEN1","2006-09-04 00:00:00","Fifeteen Time","24.45",".270","6.11","7.90",".20","124.00","170",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{9FC4C03E-A9DF-4CDC-AA90-88CAF9A5E663}"
"557","","Cesar Cavazos","","LTEN1","2006-09-04 00:00:00","Thirty Time","24.43",".270","6.21","7.80",".20","128.00","168",".00","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{CFCD92FB-51B2-4A4B-9925-C0D118182F94}"
"558","","Cesar Cavazos","","LTEN1","2006-09-04 00:00:00","45 Time","24.45",".272","6.19","7.82",".20","130.00","169",".00","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{C9596FE4-A09A-4D15-BDC4-AFAE3D9DABCF}"
"559","","Cesar Cavazos","","LTEN1","2006-09-04 00:00:00","60 Time","24.44",".271","6.22","7.84",".20","125.00","173",".01","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{291BCA20-0A7B-452E-88B7-BE6A9B539DD2}"
"560","","Cesar Cavazos","","LTEN1","2006-09-04 00:00:00","Composite","","","","","","","","","","29.30","","","",".320","","3.890","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2     (Notrogen,) Ammonia 0mg/L","","",".000","{DE28880B-FFAC-4F0C-B5DE-A57B49E7BC6D}"
"561","","Cesar Cavazos","","SDAL1","2006-09-11 00:00:00","Background","23.91",".651","6.80","7.30",".40","10.00","12",".00","200","26.80","","","",".100","",".850",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1      (Nitrogen,) Ammonia @ 0.0mg/L","","",".940","{4EC4FBD7-A956-466A-A806-0D960F6FB32A}"
"562","","Cesar Cavazos","","SDAL1","2006-09-11 00:00:00","First Flush","24.11",".569","6.90","7.50",".40","62.00","65",".00","200","66.80","","","",".270","","4.250",".020","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1      (Nitrogen,) Ammonia @ .284mg/L","","","1.780","{5AA26420-EAF1-4AA1-A1AF-D3AC23DB7F65}"
"563","","Cesar Cavazos","","SDAL1","2006-09-11 00:00:00","Zero Time","24.13",".695","7.30","7.40",".40","69.00","67",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{57146CB6-E20C-4279-8BCC-C734FC0551C1}"
"564","","Cesar Cavazos","","SDAL1","2006-09-11 00:00:00","Fifeteen Time","24.20",".691","7.50","7.50",".40","75.00","77",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{E2EBCDD8-A12D-41D8-9D21-063F0F792DB0}"
"565","","Cesar Cavazos","","SDAL1","2006-09-11 00:00:00","Thirty Time","24.20",".701","7.10","7.60",".40","89.00","91",".01","225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{C5DCA9C5-73A9-433E-AA9D-562DEBC5F32C}"
"566","","Cesar Cavazos","","SDAL1","2006-09-11 00:00:00","45 Time","24.25",".696","7.20","7.60",".30","89.00","91",".00","225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{72C2EC8C-4F5E-4701-A876-98DE012C821E}"
"567","","Cesar Cavazos","","SDAL1","2006-09-11 00:00:00","60 Time","24.20",".691","6.90","7.50",".30","95.00","101",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{6F1E8F9F-1225-4E6A-A841-7882DEFEBACB}"
