"SAMPLING_EVENTS_ID","CUSTODY_NUMBER","SWM_SITE_ID","SWM_SITE_NUMBER","SITE_ADDITIONAL_DESCRIPTION","PROGRAM_CATEGORY","SAMPLE_TYPE","MATRIX_TYPE","SWM_WATERSHED","HUC_12_WATERSHED","HUC_12_WATERSHED_NAME","LOCATION_DESCRIPTION","COLLECT_DATE","COLLECT_TIME","SAMPLER_NAME","DATE_ANALYZED","LATITUDE","LONGITUDE","COMMENTS","APPROVED_BY","DATE_LAB_DATA_RECVD","RECORD_CREATED","APPROVED_DATE","NUMBER_OF_CONTAINERS","TURN_AROUND_TIME","SAMPLES_FOR_LAB","MODIFIED_BY","HUC_12_SUBNAME","EVENT_COMMENT","DUPLICATE","HABITAT_SCORE","HABITAT_FLAG","LABORATORY","STREAM_LOCATION","GBA_SN_ID","FLOW_SEVERITY","DAYS_SINCE_LAST_RAINFALL","INSTANTANEOUS_FLOW","OUTFALL_NUM","ROWID"
"2358","20130430-JH-4","cro-a","","","Bioassessment","Grab","Water","UFIV","120301050107","Headwaters  Fivemile Creek","2306 five mile pkwy","2013-04-30 00:00:00","2013-04-30 09:55:00","jennifer.harvey","2013-04-30 00:00:00","","","","","","2013-07-08 00:00:00","","3","Normal","True","","Headwaters  Fivemile Creek","","","","","XENCO","","","","","","","{836229C2-8AAB-4818-B1F1-46839AF67402}"
"2359","20130506-JH-1","DAWB-3","","","Bioassessment","Grab","Water","DAWB","120301050102","Turtle Creek-Trinity River","200 E. Greenbriar,   Coomb Creek Pump Station","2013-05-06 00:00:00","2013-05-06 08:45:00","jennifer.harvey","2013-05-06 00:00:00","","","","","","2013-07-08 00:00:00","","3","Normal","True","","Turtle Creek-Trinity River - DALWB","","","","","XENCO","","","","","","","{F1C2D7EF-AB65-46DC-B6A0-3B328FDAC7B0}"
"2360","20130506-JH-2","DAEB-2","","","Bioassessment","Grab","Water","DAEB","120301050101","Headwaters Turtle Creek","2200 Irving Blvd, Baker Pump Station","2013-05-06 00:00:00","2013-05-06 09:20:00","jennifer.harvey","2013-05-06 00:00:00","","","","","","2013-07-08 00:00:00","","3","Normal","True","","Headwaters Turtle Creek - DALEB","","","","","XENCO","","","","","","","{3A2BEB23-0D3F-4376-9FE3-162874F28E01}"
"2361","20130506-JH-3","DAEB-1","","","Bioassessment","Grab","Water","DAEB","120301050101","Headwaters Turtle Creek","1100 Conveyor, Hampton Pump Station","2013-05-06 00:00:00","2013-05-06 09:45:00","jennifer.harvey","2013-05-06 00:00:00","","","","","","2013-07-08 00:00:00","","3","Normal","True","","Headwaters Turtle Creek - DALEB","","","","","XENCO","","","","","","","{B73A8705-558C-41C4-9740-9D056BEA2839}"
"2362","20130506-JH-4","fil-a","","","Bioassessment","Grab","Water","DAWB","120301050102","Turtle Creek-Trinity River","3680 holystone st","2013-05-06 00:00:00","2013-05-06 10:10:00","jennifer.harvey","2013-05-06 00:00:00","","","","","","2013-07-08 00:00:00","","3","Normal","True","","Turtle Creek-Trinity River - DALWB","","","","","XENCO","","","","","","","{B1EF873F-6C1C-4D59-AFEA-DF4AF3B4C27A}"
"2363","20130507-JH-1","SDAL-1","","","Bioassessment","Grab","Water","SDAL","120301050108","Five Mile Creek-Trinity River","3700 Overton","2013-05-07 00:00:00","2013-05-07 09:00:00","jennifer.harvey","2013-05-07 00:00:00","","","","","","2013-07-08 00:00:00","","3","Normal","True","","Five Mile Creek-Trinity River - SODAL","","","","","XENCO","","","","","","","{36E2242F-A9B4-4BF8-8796-2CBD9F91F231}"
"2364","20130507-JH-2","fiv-c","","","Bioassessment","Grab","Water","UFIV","120301050108","Five Mile Creek-Trinity River","5300 s lancaster rd","2013-05-07 00:00:00","2013-05-07 09:30:00","jennifer.harvey","2013-05-07 00:00:00","","","","","","2013-07-08 00:00:00","","3","Normal","True","","Five Mile Creek-Trinity River - LOFMC","","","","","XENCO","","","","","","","{3694FC84-D9EB-41F5-81F8-E391071C3D1A}"
"2365","20130507-JH-3","ric-b","","","Bioassessment","Grab","Water","UFIV","120301050107","Headwaters  Fivemile Creek","530 e camp wisdom rd","2013-05-07 00:00:00","2013-05-07 10:10:00","jennifer.harvey","2013-05-07 00:00:00","","","","","","2013-07-08 00:00:00","","3","Normal","True","","Headwaters  Fivemile Creek","","","","","XENCO","","","","","","","{D6FBE04C-F063-4358-83D7-11DFA0D4A934}"
"2366","20130507-JH-3_dup","ric-b","","","Bioassessment","Grab","Water","UFIV","120301050107","Headwaters  Fivemile Creek","530 e camp wisdom rd","2013-05-07 00:00:00","2013-05-07 10:10:00","jennifer.harvey","2013-05-07 00:00:00","","","","","","2013-07-08 00:00:00","","3","Normal","True","huajun.chen","Headwaters  Fivemile Creek","","True","","","XENCO","","","","","","","{01A89189-CF32-4EA5-B217-6A07082FF64A}"
"2367","20130709-CM-1","CEDR-1","","","Bioassessment","Grab","Water","","1","1","1900 E 8th  St","2013-07-09 00:00:00","2013-07-09 09:10:00","christopher.morris","2013-07-09 00:00:00","","","","","","2013-07-09 00:00:00","","5","Normal","True","jennifer.harvey","1","","","","","XENCO","","","","","","","{08C9BDF6-5101-41CF-B8FD-FAFE6C7B73B2}"
"2368","20130709-CM-2","SEDA-1","","","Bioassessment","Grab","Water","","1","1","8000 Carbondale","2013-07-09 00:00:00","2013-07-09 11:30:00","christopher.morris","2013-07-09 00:00:00","","","","","","2013-07-09 00:00:00","","5","Normal","True","jennifer.harvey","1","","","","","XENCO","","","","","","","{BE932C94-CB74-4CAB-AEC3-A68CC6F91305}"
"2381","20130710-CM-1","moc-a","","","Bioassessment","Grab","Water","","120301020706","Delaware Creek-West Fork Trinity River","6100 w jefferson blvd","2013-07-10 00:00:00","2013-07-10 09:55:00","christopher.morris","2013-07-10 00:00:00","","","","","","2013-07-10 00:00:00","","5","Normal","True","jennifer.harvey","Delaware Creek-West Fork Trinity River - DELCK","","","","","XENCO","","","","","","","{C625B792-97A0-4E63-8171-C69B575A53FD}"
"2382","20130710-CM-2","ten-b","","","Bioassessment","Grab","Water","","120301050201","Headwaters Tenmile Creek","202 houston school rd","2013-07-10 00:00:00","2013-07-10 11:40:00","christopher.morris","2013-07-10 00:00:00","","","","","","2013-07-10 00:00:00","","5","Normal","True","jennifer.harvey","Headwaters Tenmile Creek","","","","","XENCO","","","","","","","{12F2A847-16A4-474D-B3EF-0A50D0A24562}"
"2383","20130710-CM-2_dup","ten-b","","","Bioassessment","Grab","Water","","120301050201","Headwaters Tenmile Creek","202 houston school rd","2013-07-10 00:00:00","2013-07-10 11:40:00","christopher.morris","2013-07-10 00:00:00","","","","","","2013-07-10 00:00:00","","5","Normal","True","jennifer.harvey","Headwaters Tenmile Creek","","True","","","XENCO","","","","","","","{80FC85AB-FB74-4CCB-B923-E5CA2F36F99E}"
"2384","20130710-CM-3","new-a","","","Bioassessment","Grab","Water","","120301050108","Five Mile Creek-Trinity River","9500 julius schepps frw","2013-07-10 00:00:00","2013-07-10 10:00:00","christopher.morris","2013-07-10 00:00:00","","","","","","2013-07-10 00:00:00","","5","Normal","True","jennifer.harvey","Five Mile Creek-Trinity River - ELAMC","","","","","XENCO","","","","","","","{6668E3BF-1BEE-40E1-B5A4-27BFCE18E831}"
"2401","20130708-JH-1","smc-c","","","Bioassessment","Grab","Water","","120301060504","South Mesquite Creek","1000 Peachtree Rd","2013-07-08 00:00:00","2013-07-08 08:50:00","jennifer.harvey","2013-07-08 00:00:00","","","","","","2013-07-18 00:00:00","","5","Normal","True","","South Mesquite Creek","","","","","XENCO","","","","","","","{B8257D41-6907-43D5-AFD1-1A94AC4029D0}"
"2402","20130708-JH-2","tur-a","","","Bioassessment","Grab","Water","","120301050101","Headwaters Turtle Creek","3300 Maple Avenue","2013-07-08 00:00:00","2013-07-08 12:40:00","jennifer.harvey","2013-07-08 00:00:00","","","","","","2013-07-18 00:00:00","","5","Normal","True","","Headwaters Turtle Creek - DALEB","","","","","XENCO","","","","","","","{B97429CE-DF13-4145-A4B7-40F08F7BE097}"
"2403","20130708-JH-3","rib-a","","","Bioassessment","Grab","Water","","120301031007","Bachman Branch-Elm Fork Trinity River","2131 joe field rd","2013-07-08 00:00:00","2013-07-08 10:30:00","jennifer.harvey","2013-07-08 00:00:00","","","","","","2013-07-18 00:00:00","","5","Normal","True","","Bachman Branch-Elm Fork Trinity River - EFTRR","","","","","XENCO","","","","","","","{4C5AB69B-090B-44A0-B0A9-F15333FBD002}"
"2421","20130723-CM-1","fiv-d","","","Bioassessment","Grab","Water","","120301050107","Headwaters  Fivemile Creek","3235 s westmoreland rd","2013-07-23 00:00:00","2013-07-23 08:30:00","christopher.morris","2013-07-23 00:00:00","","","","","","2013-07-23 00:00:00","","5","Normal","True","jennifer.harvey","Headwaters  Fivemile Creek","","","","","XENCO","","","","","","","{7B2D81F5-3B0E-4774-AE11-4AEFB8473C1D}"
"2422","20130723-CM-2","ten-d","","","Bioassessment","Grab","Water","","120301050201","Headwaters Tenmile Creek","1304 westmoreland rd","2013-07-23 00:00:00","2013-07-23 10:00:00","christopher.morris","2013-07-23 00:00:00","","","","","","2013-07-23 00:00:00","","5","Normal","True","jennifer.harvey","Headwaters Tenmile Creek","","","","","XENCO","","","","","","","{2613FE05-C772-4F6A-BB5A-C5B439586353}"
"2423","20130723-CM-2_dup","ten-d","","","Bioassessment","Grab","Water","","120301050201","Headwaters Tenmile Creek","1304 westmoreland rd","2013-07-23 00:00:00","2013-07-23 10:05:00","christopher.morris","2013-07-23 00:00:00","","","","","","2013-07-23 00:00:00","","5","Normal","True","jennifer.harvey","Headwaters Tenmile Creek","","True","","","XENCO","","","","","","","{A5495A92-FE9C-4BFB-BF39-218A45D1C858}"
"2424","20130723-CM-3","flo-a","","","Bioassessment","Grab","Water","","120301050104","Floyd Branch-White Rock Creek","8300 forest ln","2013-07-23 00:00:00","2013-07-23 11:40:00","christopher.morris","2013-07-23 00:00:00","","","","","","2013-07-23 00:00:00","","5","Normal","True","jennifer.harvey","Floyd Branch-White Rock Creek","","","","","XENCO","","","","","","","{B4537AB9-B331-4BFB-A9E9-B49A617CBFAE}"
"2431","20130724-HC-1","TRA-20934","","","SpecialProjects","Grab","Water","","120301050102","Turtle Creek-Trinity River","Standing Wave at Santa Fe Avenue/DART Rail","2013-07-24 00:00:00","2013-07-24 11:11:00","huajun.chen","2013-07-24 00:00:00","","","","","","2013-07-24 00:00:00","","1","Normal","True","huajun.chen","Turtle Creek-Trinity River - CDRCK","","","","","ATC GROUP SERVICES","","","1","3","2.00","","{ED859764-5D7E-4682-9BBC-699A02A19B45}"
"2432","20130724-HC-1_dup","TRA-20934","","","SpecialProjects","Grab","Water","","120301050102","Turtle Creek-Trinity River","Standing Wave at Santa Fe Avenue/DART Rail","2013-07-24 00:00:00","2013-07-24 00:12:00","huajun.chen","2013-07-24 00:00:00","","","","","","2013-07-24 00:00:00","","12","Normal","True","huajun.chen","Turtle Creek-Trinity River - CDRCK","","True","","","AECOM USA","","","1122","33","22.00","","{31F436CA-10ED-4B09-BF53-BF52444700C9}"
"2441","20130725-CM-1","smc-b","","","Bioassessment","Grab","Water","","120301060504","South Mesquite Creek","1700 New Market Rd","2013-07-25 00:00:00","2013-07-25 08:50:00","christopher.morris","2013-07-25 00:00:00","","","","","","2013-07-25 00:00:00","","5","Normal","True","jennifer.harvey","South Mesquite Creek","","","","","XENCO","","","","","","","{61B4E043-8E42-4765-91E1-2A695C84FFD0}"
"2442","20130725-CM-2","coo-a","","","Bioassessment","Grab","Water","","120301050102","Turtle Creek-Trinity River","2022 edgefield ave","2013-07-25 00:00:00","2013-07-25 10:25:00","christopher.morris","2013-07-25 00:00:00","","","","","","2013-07-25 00:00:00","","5","Normal","True","jennifer.harvey","Turtle Creek-Trinity River - CDRCK","","","","","XENCO","","","","","","","{17808E09-C91E-4645-8A36-FDA2D92CCDF8}"
"2443","20130725-CM-3","tro-a","","","Bioassessment","Grab","Water","","120301050101","Headwaters Turtle Creek","3110 stemmons frwy","2013-07-25 00:00:00","2013-07-25 11:30:00","christopher.morris","2013-07-25 00:00:00","","","","","","2013-07-25 00:00:00","","5","Normal","True","jennifer.harvey","Headwaters Turtle Creek - DALEB","","","","","XENCO","","","","","","","{85207E3E-0622-4688-83F5-4F39FC5CB5BB}"
"2444","20130725-CM-3_dup","tro-a","","","Bioassessment","Grab","Water","","120301050101","Headwaters Turtle Creek","3110 stemmons frwy","2013-07-25 00:00:00","2013-07-25 11:30:00","christopher.morris","2013-07-25 00:00:00","","","","","","2013-07-25 00:00:00","","5","Normal","True","jennifer.harvey","Headwaters Turtle Creek - DALEB","","True","","","XENCO","","","","","","","{12D98FE8-1AD0-43B3-AD2B-EC6266AEDEA9}"
"2445","20130702-JH-1","dix-a","","","Bioassessment","Grab","Water","","120301050105","White Rock Creek-White Rock Lake","900 peavy rd","2013-07-02 00:00:00","2013-07-02 09:00:00","jennifer.harvey","2013-07-02 00:00:00","","","","","","2013-07-26 00:00:00","","5","Normal","True","","White Rock Creek-White Rock Lake","","","","","XENCO","","","","","","","{DC448D4A-82BD-440E-9558-DFB1FD7C3BEE}"
"2446","20130702-JH-2","ceb-b","","","Bioassessment","Grab","Water","","120301050101","Headwaters Turtle Creek","260 E Clarendon","2013-07-02 00:00:00","2013-07-02 10:20:00","jennifer.harvey","2013-07-02 00:00:00","","","","","","2013-07-26 00:00:00","","5","Normal","True","","Headwaters Turtle Creek - DALEB","","","","","XENCO","","","","","","","{B165118A-D2C0-4647-87E4-06FF708F4BF9}"
"2461","20130729-CM-1","FARM-1","","","Bioassessment","Grab","Water","","120301031005","Farmers Branch-Elm Fork Trinity River","11600 Luna Rd","2013-07-29 00:00:00","2013-07-29 08:50:00","christopher.morris","2013-07-29 00:00:00","","","","","","2013-07-29 00:00:00","","5","Normal","True","jennifer.harvey","Farmers Branch-Elm Fork Trinity River - EFACB","","","","","XENCO","","","","","","","{5FAADF4C-6209-4B03-A5A7-267D7FE590DC}"
"2462","20130729-CM-2","NWDA-1","","","Bioassessment","Grab","Water","","120301031007","Bachman Branch-Elm Fork Trinity River","2300 W. Northwest Hwy","2013-07-29 00:00:00","2013-07-29 09:50:00","christopher.morris","2013-07-29 00:00:00","","","","","","2013-07-29 00:00:00","","5","Normal","True","jennifer.harvey","Bachman Branch-Elm Fork Trinity River - EFTRR","","","","","XENCO","","","","","","","{29BD7EE1-02E6-4054-87CA-7DD6A1B5BD7C}"
"2463","20130729-CM-3","JOES-1","","","Bioassessment","Grab","Water","","120301031007","Bachman Branch-Elm Fork Trinity River","2300 Stemmons Trail","2013-07-29 00:00:00","2013-07-29 10:45:00","christopher.morris","2013-07-29 00:00:00","","","","","","2013-07-29 00:00:00","","5","Normal","True","jennifer.harvey","Bachman Branch-Elm Fork Trinity River - EFTRR","","","","","XENCO","","","","","","","{8F812D10-309D-46F2-9ECE-40487F2ABF36}"
"2464","20130730-CM-1","lac-b","","","Bioassessment","Grab","Water","","120301050102","Turtle Creek-Trinity River","222 E 5th st","2013-07-30 00:00:00","2013-07-30 08:30:00","christopher.morris","2013-07-30 00:00:00","","","","","","2013-07-30 00:00:00","","3","Normal","True","jennifer.harvey","Turtle Creek-Trinity River - CDRCK","","","","","XENCO","","","","","","","{EC480331-1073-4946-A331-85A8646389B0}"
"2465","20130730-CM-2","cec-b","","","Bioassessment","Grab","Water","","120301050102","Turtle Creek-Trinity River","200 Clarendon (Cumberland intersection)","2013-07-30 00:00:00","2013-07-30 09:07:00","christopher.morris","2013-07-30 00:00:00","","","","","","2013-07-30 00:00:00","","3","Normal","True","jennifer.harvey","Turtle Creek-Trinity River - CDRCK","","","","","XENCO","","","","","","","{E0981DAF-B844-495E-B6A1-736E6A8C0C7C}"
"2466","20130730-CM-3","woo-a","","","Bioassessment","Grab","Water","","120301050107","Headwaters  Fivemile Creek","829 w redbird ln","2013-07-30 00:00:00","2013-07-30 09:45:00","christopher.morris","2013-07-30 00:00:00","","","","","","2013-07-30 00:00:00","","3","Normal","True","jennifer.harvey","Headwaters  Fivemile Creek","","","","","XENCO","","","","","","","{3AFE8535-79BC-4140-B05B-C1A50F84F831}"
"2467","20130730-CM-3_dup","woo-a","","","Bioassessment","Grab","Water","","120301050107","Headwaters  Fivemile Creek","829 w redbird ln","2013-07-30 00:00:00","2013-07-30 09:45:00","christopher.morris","2013-07-30 00:00:00","","","","","","2013-07-30 00:00:00","","3","Normal","True","jennifer.harvey","Headwaters  Fivemile Creek","","True","","","XENCO","","","","","","","{7774078A-AAC7-47FF-80C7-76F57BBFE9D1}"
"2481","20130731-JH-1","fur-a","","","Bioassessment","Grab","Water","","120301031003","Indian Creek-Elm Fork Trinity River","2600 broadway st","2013-07-31 00:00:00","2013-07-31 09:28:00","jennifer.harvey","2013-07-31 00:00:00","","","","","","2013-07-31 00:00:00","","3","Normal","True","jennifer.harvey","Indian Creek-Elm Fork Trinity River","","","","","XENCO","","","","","","","{CE026BAC-2F17-4016-8EA0-587ACC00546A}"
"2482","20130731-JH-2","HUTT-1","","","Bioassessment","Grab","Water","","120301031004","Grapevine Creek-Elm Fork Trinity River","1800 Luna Rd","2013-07-31 00:00:00","2013-07-31 10:08:00","jennifer.harvey","2013-07-31 00:00:00","","","","","","2013-07-31 00:00:00","","3","Normal","True","jennifer.harvey","Grapevine Creek-Elm Fork Trinity River - EFACB","","","","","XENCO","","","","","","","{3C3804B4-6159-42B1-A132-D6E45CCDF5E9}"
"2483","20130731-JH-3","EFCB-1","","","Bioassessment","Grab","Water","","120301031005","Farmers Branch-Elm Fork Trinity River","8000 Valley Ranch Pkwy","2013-07-31 00:00:00","2013-07-31 10:30:00","jennifer.harvey","2013-07-31 00:00:00","","","","","","2013-07-31 00:00:00","","3","Normal","True","jennifer.harvey","Farmers Branch-Elm Fork Trinity River - EFACB","","","","","XENCO","","","","","","","{11F22B9F-A27C-4C03-9308-8D23D3626133}"
"2484","20130731-JH-4","dan-a","","","Bioassessment","Grab","Water","","120301031007","Bachman Branch-Elm Fork Trinity River","10430 bickham rd","2013-07-31 00:00:00","2013-07-31 12:10:00","jennifer.harvey","2013-07-31 00:00:00","","","","","","2013-07-31 00:00:00","","3","Normal","True","jennifer.harvey","Bachman Branch-Elm Fork Trinity River - EFTRR","","","","","XENCO","","","","","","","{48E97440-9C30-42B5-93CF-857FC27BB957}"
"2485","20130108-FC-1 E1","WRC-100","","","RegionalWetWeather","Grab","Water","","120301050106","City of Dallas-White Rock Creek","3800 Samuell Blvd","2013-01-08 00:00:00","2013-01-08 13:58:00","florencio.cantos","2013-01-08 00:00:00","","","","","","2013-07-31 00:00:00","","8","Normal","True","","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{02D5B3A8-4E94-4E5D-B91A-2F40108494A8}"
"2486","20130108-FC-2 E1","WRC-100","","","RegionalWetWeather","Composite","Water","","120301050106","City of Dallas-White Rock Creek","3800 Samuell Blvd","2013-01-08 00:00:00","2013-01-08 14:05:00","florencio.cantos","2013-01-08 00:00:00","","","","","","2013-07-31 00:00:00","","8","Normal","True","","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{A6A7A9E5-3661-4C2E-867F-876B5C0606E3}"
"2487","20130108-FC-3 E1","WRC-200","","","RegionalWetWeather","Grab","Water","","120301050106","City of Dallas-White Rock Creek","5000 Scyene Road","2013-01-08 00:00:00","2013-01-08 14:36:00","florencio.cantos","2013-01-08 00:00:00","","","","","","2013-07-31 00:00:00","","8","Normal","True","","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{7E5B9DC8-0D82-4B48-9C4E-FA5DD402E6F1}"
"2488","20130108-FC-4 E1","WRC-200","","","RegionalWetWeather","Composite","Water","","120301050106","City of Dallas-White Rock Creek","5000 Scyene Road","2013-01-08 00:00:00","2013-01-08 14:43:00","florencio.cantos","2013-01-08 00:00:00","","","","","","2013-07-31 00:00:00","","8","Normal","True","","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{BA8D1D00-C15A-463A-9962-D44AB575533C}"
"2489","20130108-FC-5 E1","WRC-300","","","RegionalWetWeather","Grab","Water","","120301050106","City of Dallas-White Rock Creek","5100 C. F. Hawn Frwy","2013-01-08 00:00:00","2013-01-08 15:19:00","florencio.cantos","2013-01-08 00:00:00","","","","","","2013-07-31 00:00:00","","8","Normal","True","","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{213FCE5F-3946-43CD-BFB4-6A65D7C36A52}"
"2490","20130108-FC-6 E1","WRC-300","","","RegionalWetWeather","Composite","Water","","120301050106","City of Dallas-White Rock Creek","5100 C. F. Hawn Frwy","2013-01-08 00:00:00","2013-01-08 15:27:00","florencio.cantos","2013-01-08 00:00:00","","","","","","2013-07-31 00:00:00","","8","Normal","True","","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{769FBCFC-A0EF-484D-81D1-5F025C831630}"
"2491","20130402-FC-1 E2","WRC-300","","","RegionalWetWeather","Grab","Water","","120301050106","City of Dallas-White Rock Creek","5100 C. F. Hawn Frwy","2013-04-02 00:00:00","2013-04-02 16:50:00","florencio.cantos","2013-04-03 00:00:00","","","","","","2013-07-31 00:00:00","","7","Normal","True","","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{E830FFDE-47D0-448F-BE6B-499944495AB7}"
"2492","20130402-FC-2 E2","WRC-300","","","RegionalWetWeather","Composite","Water","","120301050106","City of Dallas-White Rock Creek","5100 C. F. Hawn Frwy","2013-04-02 00:00:00","2013-04-02 16:56:00","florencio.cantos","2013-04-03 00:00:00","","","","","","2013-07-31 00:00:00","","6","Normal","True","","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{B6EE0936-4131-4FF1-8FCC-006438B747C5}"
"2493","20130403-FC-1 E2","WRC-100","","","RegionalWetWeather","Grab","Water","","120301050106","City of Dallas-White Rock Creek","3800 Samuell Blvd","2013-04-03 00:00:00","2013-04-03 04:12:00","florencio.cantos","2013-07-31 00:00:00","","","","","","2013-07-31 00:00:00","","1","Normal","True","","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{3C451AC0-C8A1-4D97-A6C4-4E0AE1160BDB}"
"2494","20130403-FC-2 E2","WRC-100","","","RegionalWetWeather","Composite","Water","","120301050106","City of Dallas-White Rock Creek","3800 Samuell Blvd","2013-04-03 00:00:00","2013-04-03 04:27:00","florencio.cantos","2013-04-03 00:00:00","","","","","","2013-07-31 00:00:00","","6","Normal","True","","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{2358E36A-AF89-4F8C-A41B-5FEF8FB2E2E5}"
"2495","20130403-FC-3 E2","WRC-200","","","RegionalWetWeather","Grab","Water","","120301050106","City of Dallas-White Rock Creek","5000 Scyene Road","2013-04-03 00:00:00","2013-04-03 04:56:00","florencio.cantos","2013-04-03 00:00:00","","","","","","2013-07-31 00:00:00","","1","Normal","True","","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{8C61252A-2616-4560-9F95-98D9938141EB}"
"2496","20130403-FC-4 E2","WRC-200","","","RegionalWetWeather","Composite","Water","","120301050106","City of Dallas-White Rock Creek","5000 Scyene Road","2013-04-03 00:00:00","2013-04-03 05:05:00","florencio.cantos","2013-04-03 00:00:00","","","","","","2013-07-31 00:00:00","","6","Normal","True","","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{AB4508E9-2F98-4A89-8DAB-3FF268C11D1C}"
"2497","20130403-FC-4 E2_dup","WRC-200","","","RegionalWetWeather","Grab","Water","","120301050106","City of Dallas-White Rock Creek","5000 Scyene Road","2013-04-03 00:00:00","2013-04-03 05:05:00","florencio.cantos","2013-04-03 00:00:00","","","","","","2013-07-31 00:00:00","","1","Normal","True","","City of Dallas-White Rock Creek","","True","","","XENCO","","","","","","","{E2F1FB69-D544-4FF8-8A74-9AA17F73A58F}"
"2498","20130715-FC-1 E3","WRC-100","","","RegionalWetWeather","Grab","Water","","120301050106","City of Dallas-White Rock Creek","3800 Samuell Blvd","2013-07-15 00:00:00","2013-07-15 06:05:00","florencio.cantos","2013-07-15 00:00:00","","","","","","2013-08-01 00:00:00","","1","Normal","True","","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{1E03A28D-80E5-4263-9DE7-001843468AD7}"
"2499","20130715-FC-2 E3","WRC-100","","","RegionalWetWeather","Composite","Water","","120301050106","City of Dallas-White Rock Creek","3800 Samuell Blvd","2013-07-15 00:00:00","2013-07-15 06:10:00","florencio.cantos","2013-07-15 00:00:00","","","","","","2013-08-01 00:00:00","","6","Normal","True","","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{D866722F-EFCC-4D4C-A920-1A9A77944D54}"
"2500","20130715-FC-3 E3","WRC-200","","","RegionalWetWeather","Grab","Water","","120301050106","City of Dallas-White Rock Creek","5000 Scyene Road","2013-07-15 00:00:00","2013-07-15 05:39:00","florencio.cantos","2013-07-15 00:00:00","","","","","","2013-08-01 00:00:00","","1","Normal","True","","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{CF3B91DA-CDAD-41D0-AA50-FE46D5E294B6}"
"2501","20130715-FC-4 E3","WRC-200","","","RegionalWetWeather","Composite","Water","","120301050106","City of Dallas-White Rock Creek","5000 Scyene Road","2013-07-15 00:00:00","2013-07-15 05:44:00","florencio.cantos","2013-07-15 00:00:00","","","","","","2013-08-01 00:00:00","","6","Normal","True","","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{5A294DB5-EAA7-45C8-92B2-6E74E1337DF0}"
"2502","20130715-FC-5 E3","WRC-300","","","RegionalWetWeather","Grab","Water","","120301050106","City of Dallas-White Rock Creek","5100 C. F. Hawn Frwy","2013-07-15 00:00:00","2013-07-15 05:00:00","florencio.cantos","2013-07-15 00:00:00","","","","","","2013-08-01 00:00:00","","1","Normal","True","","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{3CFE0A99-A97F-45DD-A693-D963B6D5E830}"
"2503","20130715-FC-6 E3","WRC-300","","","RegionalWetWeather","Composite","Water","","120301050106","City of Dallas-White Rock Creek","5100 C. F. Hawn Frwy","2013-07-15 00:00:00","2013-07-15 05:16:00","florencio.cantos","2013-07-15 00:00:00","","","","","","2013-08-01 00:00:00","","6","Normal","True","","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{5E4B28C8-729F-477A-9200-549494BD2B7A}"
"2504","20130801-JH-1","UWRC-1","","","Bioassessment","Grab","Water","","120301050103","Headwaters White Rock Creek","5900 Kelly Springs","2013-08-01 00:00:00","2013-08-01 09:00:00","jennifer.harvey","2013-08-01 00:00:00","","","","","","2013-08-01 00:00:00","","3","Normal","True","","Headwaters White Rock Creek","","","","","XENCO","","","","","","","{22588203-AB2C-4DCF-97E7-16450E41330B}"
"2505","20130801-JH-2","cot-c","","","Bioassessment","Grab","Water","","120301050104","Floyd Branch-White Rock Creek","8500 spring valley rd","2013-08-01 00:00:00","2013-08-01 09:30:00","jennifer.harvey","2013-08-01 00:00:00","","","","","","2013-08-01 00:00:00","","3","Normal","True","","Floyd Branch-White Rock Creek","","","","","XENCO","","","","","","","{0F4A633D-8501-48EB-88A8-732719C9C211}"
"2506","20130801-JH-2_dup","cot-c","","","Bioassessment","Grab","Water","","120301050104","Floyd Branch-White Rock Creek","8500 spring valley rd","2013-08-01 00:00:00","2013-08-01 09:30:00","jennifer.harvey","2013-08-01 00:00:00","","","","","","2013-08-01 00:00:00","","3","Normal","True","","Floyd Branch-White Rock Creek","","True","","","XENCO","","","","","","","{8FF6C81C-6557-457F-8A67-E32BE8E97549}"
