"DW_OUTFALL_INSPECT_ID","EMPLOYEE_ID","EMPLOYEE_NAME","EMPLOYEE2_ID","EMPLOYEE2_NAME","INSPECTION_TIME","INSPECTION_DATE","GPS_NORTH","GPS_WEST","WATERSHED_CODE","STREAM_ID","STREAM_NAME","SWQ_ID","LOCATOR_MAP_GRID","OUTFALL_NODE_NUMBER","OUTFALL_ACCESS","OUTFALL_FLOW","OIL_SHEEN","SEWAGE_ODOR","SOLVENT_ODOR","PETROLEUM_ODOR","OTHER_ODOR","SAMPLE_COLLECTED","PH","DISSOLVED_OXYGEN","WATER_TEMPERATURE","SPEC_CONDUCTIVITY","TOTAL_DISSOLVED_SOLID","ORP","TURBIDITY","TOTAL_SUSPENDED_SOLID","CHLORINE","HARDNESS","FECAL_COUNT","PHOSPHOROUS","NITRATE","NITRITE","IRON","AMMONIA","CHEM_OXYGEN_DEMAND","PHENOLS","COPPER","DETERGENT","SULFATE","SENT_LAB_SAMPLE","COMMENTS","CREATE_DATE","RE-INSPECTION","NODE_NOT_OUTFALL","OUTFALL_IS_FLUME","NODE_AN_OUTFALL","NITRATE_NITRITE","E_COLI","ROWID"
"5006","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:46:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564722","587","145","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{43ED21C2-F074-412A-B751-90A0117D6B81}"
"5007","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:45:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564727","587","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{FCF66330-75D4-485C-B24A-2F587766D300}"
"5008","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:44:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564726","587","149","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{AA38CDF8-9C1F-4139-B891-C3987C4B6815}"
"5009","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:43:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564773","587","165","Accessible","Standing Water","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{A99433B6-4E1C-423D-A71D-470D7F2F10F0}"
"5010","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:43:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","715559","587","9","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{2FB8A8E1-27F9-4C57-A731-EA489BBAE146}"
"5011","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:42:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564743","587","171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{C11BFFE8-28F4-4419-9130-1E8996F6D5F1}"
"5012","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:41:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564741","587","128","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{C1F4F221-E2B3-4A20-99A3-DAAD51BC0B5B}"
"5013","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:41:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564752","587","136","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{8E2562EF-EEF6-4E1E-9D1D-3EC4B5AA5AED}"
"5014","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:40:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564746","587","172","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{FE237DDC-4099-436E-9B65-E757921A5A08}"
"5015","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:39:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564742","587","168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{13B1D916-78D8-4BF1-99AB-EFCD005428BA}"
"5016","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:38:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","560704","587","102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{014702E5-2C3E-45F1-B79C-3FBF4140F9CC}"
"5017","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:37:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","560703","587","101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{058D326A-A92F-4B58-B1F6-D389F06DA77C}"
"5018","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:37:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","560702","587","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{44E8351E-6BC4-4FE3-9D16-CADD21F6D67E}"
"5019","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:36:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","560701","587","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{A986D4A6-F8FA-4E3A-97CC-F10685BB20F2}"
"5020","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:35:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","560700","587","98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{D1EC22AD-4699-4D43-B290-A147E68C85DF}"
"5021","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:34:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","560692","587","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{DB3B88B0-DB15-4ED2-9600-91C31289B4E8}"
"5022","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:33:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","560699","587","97","Accessible","Standing Water","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{85E1DE64-9E27-42A7-8AE3-D3C9230B8D92}"
"5023","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:32:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","560698","587","96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{804636F6-084E-4406-B37F-4B81536927C2}"
"5024","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:32:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","560697","587","95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{AAD6109D-F13F-4B18-90E8-A58054EC621E}"
"5025","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:31:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","560696","587","94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{2B3DDA90-DE99-496A-AF6E-D5849E4C2CD6}"
"5026","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:30:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","560695","587","93","Accessible","Standing Water","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{CC250BF1-7AC1-4F9E-8118-0E28B100FBE7}"
"5027","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:29:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","560690","587","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{F3E8D949-978A-4111-B393-01B1F448B0DD}"
"5028","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:24:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","560689","587","86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{9486DF94-47DA-4FB8-B370-EF79CCD7C1C1}"
"5029","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:24:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","568448","587","270","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{931B94CC-45FD-45E8-8A4A-C10250ED5218}"
"5030","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:22:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","566019","587","281","Accessible","Standing Water","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{61A57302-79AE-44C8-BC2A-2F2E0E625066}"
"5031","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:22:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564786","587","204","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{412AF6DD-6F92-4FF0-9F89-542422B7AE28}"
"5032","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:20:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","566018","587","280","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{BB177D53-0925-483B-9445-028A8EDCE9B6}"
"5033","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:20:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564777","587","192","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{F269418B-DC0A-4EBC-A0EF-4958E1C4E544}"
"5034","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:19:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564781","587","188","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{E8D589F1-098F-4F78-A409-E846BC30AC8F}"
"5035","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:18:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564785","587","198","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{87989600-D26E-4DE2-AAAF-B1BA971FFD60}"
"5036","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:17:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","568450","587","194","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{C7EDB582-2690-4AEA-8AE0-24EF95BBD182}"
"5037","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:17:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564792","587","229","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{E8621411-AF2A-4CBE-BD66-89B6B793006A}"
"5038","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:16:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564796","587","208","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{8C9CBE68-5A5C-414F-8A1B-08F68F520C42}"
"5039","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:15:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","568462","587","411","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{55C763F4-2B65-4C1D-82BD-E56EAE659480}"
"5040","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:13:00","2007-09-22 00:00:00","32.75248","96.66870","PRAI","","Prairie Creek","","587","9000","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{9D3038FA-7E1D-4685-B934-C9C15F5D0C72}"
"5041","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:13:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","568451","587","400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{42093BAB-2519-4198-A456-5B7B17FE15B4}"
"5042","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:12:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564815","587","227","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{4EDB5EBC-0879-4BC8-955B-1287E63CD8D7}"
"5043","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:11:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564803","587","215","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{B21B076E-8D81-48C2-B7BF-BFDF75DA531B}"
"5044","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:10:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564827","587","246","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{5A253E29-4FC0-4E79-B710-C2A7E61306A3}"
"5045","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:10:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","568446","587","251","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{62DC1EFB-A752-4898-A46B-39C64E1CE069}"
"5046","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:09:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","564831","587","255","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{A71C018A-3682-40F7-9DE7-D5425E721747}"
"5047","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:08:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","565924","587","268","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{CDF34ADF-6C84-4F87-A875-B7AA5FAA173E}"
"5048","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:08:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","565909","587","800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{0F8B022A-9AA4-4820-A866-4D99FB152CE5}"
"5049","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:07:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","714361","587","323","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{073E35A8-0B39-405A-A6BE-F9DC02A72E7D}"
"5050","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:06:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","714360","587","322","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{E78D60D3-0320-4805-B94B-0BDE8866F29A}"
"5051","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:05:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","714359","587","321","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{CA489167-6D81-4F0F-9EF8-D0EEB777A4D0}"
"5052","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 13:04:00","2007-09-22 00:00:00","","","PRAI","","Prairie Creek","714358","587","320","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{1AB62578-2BEB-4440-AC05-D9F1CEF92D99}"
"5053","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 16:21:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","440443","601","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{89488C92-BDAD-4938-84FA-7CFFB2016E33}"
"5054","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 16:20:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","440437","601","63","Accessible","Standing Water","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{E33107CF-E3EB-4B9E-830D-BBC560EE3E55}"
"5055","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 16:19:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","440901","601","42","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{B6FB9606-34B2-4B2A-A363-8D9F3AFC652B}"
"5056","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 16:18:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","440531","601","96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{1C224378-FC37-43F9-A7EA-08CA334A7258}"
"5057","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 16:17:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","440532","601","123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{575EADBF-AE9F-4EBC-8FC7-A7E4CC5B92EB}"
"5058","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 16:16:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","440533","601","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{3E758E3B-3581-46FC-8916-8936A5D10744}"
"5059","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 16:16:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","440534","601","79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{56699C71-341C-4688-B6F7-E82FA0CA5DD3}"
"5060","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 16:15:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","440514","601","171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{01C1B63F-EF43-402E-B42A-FEAA9E94CB6E}"
"5061","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 16:14:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","440515","601","122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{CF581F5D-5B7F-41A3-A6BD-2211FDCDB926}"
"5062","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 16:13:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","440511","601","181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{20DD5C5B-AEDD-4798-AECB-47725172260B}"
"5063","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 16:12:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","440512","601","125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{0CA36871-20EF-45AA-A88E-D667B182C1F8}"
"5064","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 14:14:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","440905","602","185","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{1479431C-1269-4198-90AD-8C0BED97E9F7}"
"5065","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 14:13:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","566107","602","135","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{A069FD9F-B4C3-4C32-8EA1-F9C2250A719B}"
"5066","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 14:12:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","564321","602","119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Inlet","","N  ","","N  ","N  ","","","{5A8CCEAA-EB0B-4134-8BAA-2D9EE83F204C}"
"5067","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 14:11:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","564320","602","117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Inlet","","N  ","","N  ","N  ","","","{2B29B12E-07A7-4889-9572-1A843CBA4A9A}"
"5068","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 14:09:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","564322","602","116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Carry over","","N  ","","N  ","N  ","","","{DB496446-7E68-44CD-9992-B8B3C07205A7}"
"5069","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 14:08:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","564323","602","118","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","N  ","","","{1B123881-8F76-4D9E-A762-F262FA41B759}"
"5070","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 14:07:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","564333","602","87","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{E1965609-BF12-41CA-9D26-F4EF473B541C}"
"5071","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 14:06:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","564324","602","120","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{3ED7BA7C-8185-4424-B9E6-00A41628B060}"
"5072","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 14:06:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","564319","602","124","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{0C72C059-F15B-45F8-AF79-E444B175CF34}"
"5073","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 14:05:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","563903","602","179","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{63F5581B-E9AA-4D28-ABB4-6BBEE61516B1}"
"5074","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 14:04:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","563875","602","206","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{4B14E584-2CBE-4FB6-9E18-30A9583F1ACD}"
"5075","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 14:04:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","563900","602","189","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{798888E3-AB6E-400D-AE9A-1B7B4B62B69B}"
"5076","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 14:03:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","562712","602","210","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{C756E743-FBE6-4C63-94CC-D34EE721B156}"
"5077","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 14:01:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","563895","602","261","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{A63667DB-9ED6-41DF-A1C1-D84266BE01EC}"
"5078","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 14:00:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","563883","602","269","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{F558DB26-8986-41DF-B7FE-B6EEE511F3A6}"
"5079","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 12:55:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","564341","602","37","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{3B433088-BD72-4EC0-9192-39BBA9323E2E}"
"5080","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 12:54:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","562761","602","6","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{AA9C6DB0-3B08-4333-89F2-5DBE595B3B33}"
"5081","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 12:54:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","563861","602","196","Buried in Debris","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{EE694846-F83B-417F-AB1C-E7F1A06C8DF4}"
"5082","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 12:53:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","563871","602","251","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{F405DF59-F518-4639-A25B-7D5F3E39D3B9}"
"5083","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 12:52:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","563865","602","245","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{D93A65A8-637A-41B5-BE16-2F5037639477}"
"5084","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 12:51:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","563847","602","241","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{462D75B1-1C6F-4F06-8E8D-39FC6E33E229}"
"5085","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 12:50:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","563851","602","202","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{55434A92-F578-44E7-8F13-1BDA35456519}"
"5086","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 12:49:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","563855","602","173","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{3814621E-3B39-437B-AF17-9A9F8300B645}"
"5087","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 12:47:00","2007-09-21 00:00:00","","","PRAI","","Prairie Creek","563854","602","171","Accessible","Standing Water","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{45711E1F-3E57-424D-955E-ACC71187DDD7}"
"5088","","Greg Moss","","","","2007-09-22 00:00:00","","","DAEB","","","308478","414","160","Accessible","Medium","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","Field gauging station, inlet","","N  ","","N  ","N  ","","","{4373E9B5-2184-4A60-B730-2D1294CB012C}"
"5089","","Greg Moss","","","","2007-09-22 00:00:00","","","DAEB","","","308786","414","470","Accessible","Medium","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","Carryover for the creek","","N  ","","N  ","N  ","","","{7C05D48A-F794-4A9C-9EDB-612F4DDE7352}"
"5090","","Greg Moss","","","","2007-09-22 00:00:00","","","DAEB","","","308787","414","469","Accessible","Standing Water","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","N  ","","N  ","Y  ","","","{C4CCC14E-89A6-4F15-A86B-D820C619C2A0}"
